GAME_ID,AWAY_TEAM_ID,INN_CT,BAT_HOME_ID,OUTS_CT,BALLS_CT,STRIKES_CT,PITCH_SEQ_TX,AWAY_SCORE_CT,HOME_SCORE_CT,BAT_ID,BAT_HAND_CD,RESP_BAT_ID,RESP_BAT_HAND_CD,PIT_ID,PIT_HAND_CD,RESP_PIT_ID,RESP_PIT_HAND_CD,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,EVENT_TX,LEADOFF_FL,PH_FL,BAT_FLD_CD,BAT_LINEUP_ID,EVENT_CD,BAT_EVENT_FL,AB_FL,H_CD,SH_FL,SF_FL,EVENT_OUTS_CT,DP_FL,TP_FL,RBI_CT,WP_FL,PB_FL,FLD_CD,BATTEDBALL_CD,BUNT_FL,FOUL_FL,BATTEDBALL_LOC_TX,ERR_CT,ERR1_FLD_CD,ERR1_CD,ERR2_FLD_CD,ERR2_CD,ERR3_FLD_CD,ERR3_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,BAT_PLAY_TX,RUN1_PLAY_TX,RUN2_PLAY_TX,RUN3_PLAY_TX,RUN1_SB_FL,RUN2_SB_FL,RUN3_SB_FL,RUN1_CS_FL,RUN2_CS_FL,RUN3_CS_FL,RUN1_PK_FL,RUN2_PK_FL,RUN3_PK_FL,RUN1_RESP_PIT_ID,RUN2_RESP_PIT_ID,RUN3_RESP_PIT_ID,GAME_NEW_FL,GAME_END_FL,PR_RUN1_FL,PR_RUN2_FL,PR_RUN3_FL,REMOVED_FOR_PR_RUN1_ID,REMOVED_FOR_PR_RUN2_ID,REMOVED_FOR_PR_RUN3_ID,REMOVED_FOR_PH_BAT_ID,REMOVED_FOR_PH_BAT_FLD_CD,PO1_FLD_CD,PO2_FLD_CD,PO3_FLD_CD,ASS1_FLD_CD,ASS2_FLD_CD,ASS3_FLD_CD,ASS4_FLD_CD,ASS5_FLD_CD,EVENT_ID,runs_scored_this_inning,deficit
DET196004220,CHA,9,1,2,0,0,,5,5,berbl101,L,berbl101,L,shawb103,R,shawb103,R,lolls101,klust101,fox-n101,freeg102,aparl101,minom101,landj103,smita102,harrg101,colar101,kalia101,S9.3-H;2-3;1-2,F,F,2,8,20,T,T,1,F,F,0,F,F,1,F,F,9,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,shawb103,shawb103,shawb103,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,87,0,0
DET196006150,BOS,9,1,2,0,0,,3,3,kalia101,R,kalia101,R,fornm101,R,fornm101,R,nixor101,boonr101,runnp101,malzf101,buddd101,willt103,tasbw101,geigg101,cashn101,maxwc101,yoste101,3/FL,F,F,8,6,2,T,T,0,F,F,1,F,F,0,F,F,3,F,F,T,,0,0,N,0,N,0,N,0,1,2,3,3.0,,,,F,F,F,F,F,F,F,F,F,fornm101,fornm101,fornm101,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,80,0,0
DET196008060,BOS,9,1,2,0,0,,11,8,maxwc101,L,maxwc101,L,borlt101,L,borlt101,L,paglj101,wertv101,greep102,malzf101,buddd101,hardc101,tasbw101,clinl101,laryf101,kalia101,cashn101,W.3-H;2-3;1-2,F,F,7,6,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,fornm101,fornm101,sturt101,F,F,T,F,F,colar101,,,,0,0,0,0,0,0,0,0,0,91,1,3
DET196008060,BOS,9,1,2,0,0,,11,9,foilh101,R,foilh101,R,borlt101,L,borlt101,L,paglj101,wertv101,greep102,malzf101,buddd101,hardc101,tasbw101,clinl101,maxwc101,laryf101,kalia101,3/P,F,T,11,7,2,T,T,0,F,F,1,F,F,0,F,F,3,P,F,F,,0,0,N,0,N,0,N,0,1,2,3,3.0,,,,F,F,F,F,F,F,F,F,F,borlt101,fornm101,fornm101,F,T,F,F,F,,,,berbl101,2,3,0,0,0,0,0,0,0,92,2,2
KC1196006150,NYA,9,1,2,0,0,,4,2,chith101,R,chith101,R,shanb102,L,shanb102,L,howae101,skowb101,richb102,boyec102,kubet101,berry101,marir101,lopeh101,willd104,herzw101,snydr102,W.3-H(UR);2-3;1-2,F,F,2,7,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,5,,,,,F,F,F,F,F,F,F,F,F,shanb102,terrr101,terrr101,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,71,1,2
KC1196006150,NYA,9,1,2,0,0,,4,3,kravd101,L,kravd101,L,jamej101,R,jamej101,R,howae101,skowb101,richb102,boyec102,kubet101,berry101,marir101,lopeh101,chith101,willd104,herzw101,W.3-H(UR);2-3;1-2,F,T,11,8,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,5,,,,,F,F,F,F,F,F,F,F,F,shanb102,shanb102,terrr101,F,F,F,F,F,,,,johnb104,6,0,0,0,0,0,0,0,0,72,2,1
KC1196006150,NYA,9,1,2,0,0,,4,4,carea101,R,carea101,R,jamej101,R,jamej101,R,howae101,skowb101,richb102,boyec102,kubet101,berry101,marir101,lopeh101,kravd101,chith101,willd104,K/C,F,T,11,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,jamej101,shanb102,shanb102,F,F,F,F,F,,,,kutym101,1,2,0,0,0,0,0,0,0,73,3,0
KC1196009070,WS1,9,1,2,0,0,,5,1,throm101,L,throm101,L,woodh101,L,woodh101,L,batte101,killh102,gardb101,bertr101,valdj102,lemoj101,greel101,allib103,siebn101,lumpj101,baueh101,S7.3-H;2-H;1-2,F,T,11,5,20,T,T,1,F,F,0,F,F,2,F,F,7,,F,F,,0,0,N,0,N,0,N,1,2,4,4,,,,,F,F,F,F,F,F,F,F,F,woodh101,woodh101,woodh101,F,F,F,F,F,,,,davib102,1,0,0,0,0,0,0,0,0,82,0,4
KC1196009100,BOS,9,1,2,0,0,,7,0,baueh101,R,baueh101,R,deloi101,R,deloi101,R,nixor101,runnp101,cougm101,malzf101,greep102,hardc101,tasbw101,clinl101,kravd101,carea101,delsj101,D8/78XD.3-H;2-H;1-3,F,T,11,9,21,T,T,2,F,F,0,F,F,2,F,F,8,,F,F,78XD,0,0,N,0,N,0,N,2,3,4,4,,,,,F,F,F,F,F,F,F,F,F,deloi101,deloi101,deloi101,F,F,F,F,F,,,,kutym101,1,0,0,0,0,0,0,0,0,81,0,7
KC1196009110,BAL,9,1,2,0,0,,4,0,throm101,L,throm101,L,estrc101,R,estrc101,R,triag101,gentj101,klaub101,robib104,hansr102,stepg101,busbj101,branj101,carea101,baueh101,lumpj101,43,F,T,11,7,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,43.0,,,,F,F,F,F,F,F,F,F,F,barbs102,barbs102,barbs102,F,T,F,F,F,,,,johnb104,4,3,0,0,4,0,0,0,0,78,0,4
KC1196010010,DET,9,1,2,0,0,,6,4,snydr102,L,snydr102,L,sisld102,R,sisld102,R,chith101,gernd101,bollf101,virgo101,fernc102,chrin101,kalia101,colar101,mcmaj105,willd104,posal101,63,F,T,11,7,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,63.0,,,,F,F,F,F,F,F,F,F,F,sisld102,sisld102,sisld102,F,T,F,F,F,,,,hamlk101,6,3,0,0,6,0,0,0,0,86,0,2
MLN196004200,CIN,9,1,2,0,0,,5,5,adcoj101,R,adcoj101,R,sancr101,R,sancr101,R,dottd101,robif103,chace101,kaske101,mcmir101,bellg103,pinsv101,walll101,aaroh101,boonr101,brutb101,63,F,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,63.0,,,,F,F,F,F,F,F,F,F,F,sancr101,henrb101,henrb101,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,81,1,0
MLN196007050,PIT,9,1,2,0,0,,3,2,crand102,R,crand102,R,gielp101,R,gielp101,R,oldib101,nelsr103,schod101,hoakd101,groad101,skinb101,virdb101,cimog101,brutb101,haase101,logaj101,S7.3-H;2XH(72);1-2,F,F,2,2,20,T,T,1,F,F,1,F,F,1,F,F,7,,F,F,,0,0,N,0,N,0,N,1,2,0,4,,,72,,F,F,F,F,F,F,F,F,F,gibbj102,facer101,facer101,F,F,F,F,F,,,,,0,2,0,0,7,0,0,0,0,75,0,1
MLN196008110,SFN,9,1,2,0,0,,8,7,brutb101,L,brutb101,L,antoj103,L,antoj103,L,schmb101,marsj101,amalj101,davej101,rodga101,cepeo101,maysw101,alouf101,darka101,spana101,aaroh101,43,F,F,8,7,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,43.0,,,,F,F,F,F,F,F,F,F,F,antoj103,antoj103,antoj103,F,T,F,F,F,,,,,0,3,0,0,4,0,0,0,0,89,0,1
NYA196005080,CHA,9,1,2,1,2,FFBX,3,2,hadlk101,L,hadlk101,L,stalg103,R,stalg103,R,lolls101,klust101,fox-n101,espos101,aparl101,minom101,landj103,smita102,berry101,lopeh101,boyec102,S4/G34/R3.3-H;2-3;1-2,F,T,11,9,20,T,T,1,F,F,0,F,F,1,F,F,4,G,F,F,34,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,stalg103,stalg103,pierb101,F,F,F,F,F,,,,jamej101,1,0,0,0,0,0,0,0,0,75,1,1
NYA196005080,CHA,9,1,2,0,0,X,3,3,kubet101,L,kubet101,L,stalg103,R,stalg103,R,lolls101,klust101,fox-n101,espos101,aparl101,minom101,landj103,smita102,hadlk101,berry101,lopeh101,9/L9,F,F,6,1,2,T,T,0,F,F,1,F,F,0,F,F,9,L,F,F,9,0,0,N,0,N,0,N,0,1,2,3,9.0,,,,F,F,F,F,F,F,F,F,F,stalg103,stalg103,stalg103,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,76,2,0
NYA196005301,WS1,9,1,2,0,0,,2,1,howae101,R,howae101,R,clevt101,R,clevt101,R,narah101,becqj101,gardb101,killh102,consb101,dobbd101,greel101,allib103,mantm101,kubet101,marir101,43,F,F,2,4,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,43.0,,,,F,F,F,F,F,F,F,F,F,clevt101,clevt101,clevt101,F,T,F,F,F,,,,,0,3,0,0,4,0,0,0,0,75,0,1
NYA196008142,WS1,9,1,2,1,2,CBFS,3,3,demaj101,R,demaj101,R,moorr101,R,moorr101,R,narah101,killh102,consb101,bertr101,valdj102,lemoj101,greel101,allib103,berry101,kubet101,howae101,K,F,F,6,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,moorr101,moorr101,moorr101,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,71,1,0
PHI196008040,SFN,9,1,2,0,0,,8,7,amarr101,R,amarr101,R,mills101,R,mills101,R,schmb101,marsj101,blasd101,davej101,rodga101,cepeo101,maysw101,alouf101,malkb101,gonzt101,callj101,K/C,F,F,6,8,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,mills101,marag101,marag101,F,T,T,F,F,dalrc101,,,,0,2,0,0,0,0,0,0,0,89,0,1
PHI196008092,SLN,9,1,2,0,0,,6,0,neemc101,R,neemc101,R,simmc101,L,simmc101,L,sawac101,whitb105,javij101,boyek101,spend101,jamec102,flooc101,cunnj101,smitb104,herrp101,taylt101,31,F,F,2,7,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,31.0,,,,F,F,F,F,F,F,F,F,F,simmc101,simmc101,simmc101,F,T,F,F,F,,,,,0,1,0,0,3,0,0,0,0,79,0,6
PHI196008142,CHN,9,1,2,0,0,,7,3,taylt101,R,taylt101,R,hobbg101,R,hobbg101,R,tappe101,thomf103,kindj101,santr102,zimmd101,ashbr101,heisa101,willb106,smitb104,currt101,dalrc101,63,F,F,4,1,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,1,2,3,63.0,,,,F,F,F,F,F,F,F,F,F,elstd101,elstd101,schaj105,F,T,F,F,F,,,,,0,3,0,0,6,0,0,0,0,75,2,4
PIT196006280,SFN,9,1,2,0,0,,7,7,smith106,R,smith106,R,sanfj101,R,sanfj101,R,schmb101,cepeo101,blasd101,davej101,rodga101,alouf101,maysw101,kirkw101,mazeb101,burgs101,clemr101,K,F,T,11,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,sanfj101,sanfj101,sanfj101,F,T,F,F,F,,,,greef101,1,2,0,0,0,0,0,0,0,88,1,0
SFN196006080,CIN,9,1,2,0,0,,1,0,brese101,R,brese101,R,otooj101,L,otooj101,L,baile101,lockw101,martb105,kaske101,mcmir101,bellg103,pinsv101,gonzt101,kirkw101,cepeo101,alouf101,S8.1-2;2-H(UR);3-H(UR),F,F,6,8,20,T,T,1,F,F,0,F,F,2,F,F,8,,F,F,,0,0,N,0,N,0,N,1,2,5,5,,,,,F,F,F,F,F,F,F,F,F,otooj101,otooj101,otooj101,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,73,0,1
SLN196006110,PIT,9,1,2,0,0,,6,5,niemb101,R,niemb101,R,facer101,R,facer101,R,smith106,nelsr103,mazeb101,hoakd101,groad101,cimog101,virdb101,clemr101,cunnj101,simmc101,burte101,D7.3-H;2-H;1-3,F,F,7,3,21,T,T,2,F,F,0,F,F,2,F,F,7,,F,F,,0,0,N,0,N,0,N,2,3,4,4,,,,,F,F,F,F,F,F,F,F,F,facer101,greef101,greef101,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,80,1,1
SLN196009200,LAN,9,1,2,0,0,..X,2,1,jamec102,R,jamec102,R,koufs101,L,koufs101,L,pignj101,larkn101,nealc101,lillb101,willm102,fairr101,davit103,snidd101,carmd101,kolbg101,boyek101,S8/F.3-H;2-H;1-2,F,T,11,9,20,T,T,1,F,F,0,F,F,2,F,F,8,F,F,F,,0,0,N,0,N,0,N,1,2,4,4,,,,,F,F,F,F,F,F,F,F,F,koufs101,sherl101,sherl101,F,T,T,F,F,smith108,,,mcdal101,1,0,0,0,0,0,0,0,0,73,0,1
WS1196006100,DET,9,1,2,0,0,,7,4,becqj101,L,becqj101,L,aguih101,L,aguih101,L,wilsr102,bilks101,bollf101,yoste101,wisec101,maxwc101,kalia101,colar101,allib103,greel101,gardb101,7,F,F,3,4,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,1,2,3,7.0,,,,F,F,F,F,F,F,F,F,F,aguih101,aguih101,aguih101,F,T,F,F,F,,,,,0,7,0,0,0,0,0,0,0,80,0,3
WS1196007040,NYA,9,1,2,0,0,,8,8,bertr101,R,bertr101,R,durer101,R,durer101,R,berry101,skowb101,richb102,mcdog101,boyec102,cervb101,mantm101,lopeh101,becqj101,dobbd101,batte101,W.3-H;2-3;1-2,F,F,5,2,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,durer101,durer101,durer101,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,96,0,0
WS1196007280,DET,9,1,2,0,0,,5,5,whisp101,R,whisp101,R,fiscb101,R,fiscb101,R,foilh101,cashn101,bollf101,yoste101,fernc102,chrin101,grotj102,colar101,becqj101,gardb101,bertr101,E4/G.3-H(NR)(UR);2-3;1-2;B-1,F,T,11,9,18,T,T,0,F,F,0,F,F,0,F,F,4,G,F,F,,1,4,F,0,N,0,N,1,2,3,5,,,,,F,F,F,F,F,F,F,F,F,fiscb101,fiscb101,fiscb101,F,T,F,F,F,,,,stobc101,1,0,0,0,0,0,0,0,0,84,2,0
