GAME_ID,AWAY_TEAM_ID,INN_CT,BAT_HOME_ID,OUTS_CT,BALLS_CT,STRIKES_CT,PITCH_SEQ_TX,AWAY_SCORE_CT,HOME_SCORE_CT,BAT_ID,BAT_HAND_CD,RESP_BAT_ID,RESP_BAT_HAND_CD,PIT_ID,PIT_HAND_CD,RESP_PIT_ID,RESP_PIT_HAND_CD,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,EVENT_TX,LEADOFF_FL,PH_FL,BAT_FLD_CD,BAT_LINEUP_ID,EVENT_CD,BAT_EVENT_FL,AB_FL,H_CD,SH_FL,SF_FL,EVENT_OUTS_CT,DP_FL,TP_FL,RBI_CT,WP_FL,PB_FL,FLD_CD,BATTEDBALL_CD,BUNT_FL,FOUL_FL,BATTEDBALL_LOC_TX,ERR_CT,ERR1_FLD_CD,ERR1_CD,ERR2_FLD_CD,ERR2_CD,ERR3_FLD_CD,ERR3_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,BAT_PLAY_TX,RUN1_PLAY_TX,RUN2_PLAY_TX,RUN3_PLAY_TX,RUN1_SB_FL,RUN2_SB_FL,RUN3_SB_FL,RUN1_CS_FL,RUN2_CS_FL,RUN3_CS_FL,RUN1_PK_FL,RUN2_PK_FL,RUN3_PK_FL,RUN1_RESP_PIT_ID,RUN2_RESP_PIT_ID,RUN3_RESP_PIT_ID,GAME_NEW_FL,GAME_END_FL,PR_RUN1_FL,PR_RUN2_FL,PR_RUN3_FL,REMOVED_FOR_PR_RUN1_ID,REMOVED_FOR_PR_RUN2_ID,REMOVED_FOR_PR_RUN3_ID,REMOVED_FOR_PH_BAT_ID,REMOVED_FOR_PH_BAT_FLD_CD,PO1_FLD_CD,PO2_FLD_CD,PO3_FLD_CD,ASS1_FLD_CD,ASS2_FLD_CD,ASS3_FLD_CD,ASS4_FLD_CD,ASS5_FLD_CD,EVENT_ID,runs_scored_this_inning,deficit
BOS200008170,TEX,9,1,2,0,0,H,7,5,everc001,L,everc001,L,wettj001,R,wettj001,R,haseb001,palmr001,cataf001,lambm001,clayr001,greer001,kaplg001,leder001,gilkb001,brogr001,lewid001,HP.3-H(UR);2-3;1-2,F,F,8,3,16,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,5,,,,,F,F,F,F,F,F,F,F,F,wettj001,wettj001,wettj001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,91,0,2
BOS200008170,TEX,9,1,2,1,1,CBX,7,6,lansm001,R,lansm001,R,wettj001,R,wettj001,R,haseb001,palmr001,cataf001,lambm001,clayr001,greer001,kaplg001,leder001,everc001,gilkb001,brogr001,D7/L78D+.3-H(UR);2-H(UR);1-3,F,F,4,4,21,T,T,2,F,F,0,F,F,2,F,F,7,L,F,F,78D,0,0,N,0,N,0,N,2,3,5,5,,,,,F,F,F,F,F,F,F,F,F,wettj001,wettj001,wettj001,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,92,1,1
CHA200006270,MIN,9,1,2,3,2,BCSFFBFBFFFB,7,3,thomf001,R,thomf001,R,wellb002,R,wellb002,R,jensm001,coomr001,canij001,koskc001,guzmc001,lawtm002,jonej003,hockd001,durhr001,johnm003,perrh001,W.3-H;2-3;1-2,F,F,10,3,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,hawkl001,hawkl001,hawkl001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,86,0,4
CHA200006270,MIN,9,1,2,3,2,FBBBFX,7,4,ordom001,R,ordom001,R,wellb002,R,wellb002,R,jensm001,coomr001,canij001,koskc001,guzmc001,lawtm002,jonej003,hockd001,thomf001,durhr001,johnm003,7/F7LD+,F,F,9,4,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,7LD,0,0,N,0,N,0,N,0,1,2,3,7.0,,,,F,F,F,F,F,F,F,F,F,wellb002,hawkl001,hawkl001,F,T,F,F,F,,,,,0,7,0,0,0,0,0,0,0,87,1,3
CHA200008200,TBA,9,1,2,3,2,FSFBBFBFFFS,12,11,ordom001,R,ordom001,R,hernr001,R,hernr001,R,difem001,mcgrf001,smitr003,johnr006,martf001,tynej001,willg001,guilj001,thomf001,durhr001,singc001,K,F,F,9,4,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,hernr001,hernr001,hernr001,F,T,F,F,F,,,,,0,2,0,0,0,0,0,0,0,103,0,1
CHN200005100,MIL,9,1,2,2,2,CBFBX,8,6,gracm001,L,gracm001,L,wickb001,R,wickb001,R,blanh001,barkk001,bellr002,hayec001,lorem001,moutj001,grism001,burnj001,sosas001,gutir001,youne001,E6/TH/G6MS.3-H(NR)(UR);2-H(NR)(UR);1-2,F,F,3,4,18,T,T,0,F,F,0,F,F,0,F,F,6,G,F,F,6MS,1,6,T,0,N,0,N,1,2,5,5,,,,,F,F,F,F,F,F,F,F,F,wickb001,wickb001,wickb001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,82,3,2
CHN200005110,MIL,9,1,2,3,2,BBSBSFC,14,8,sosas001,R,sosas001,R,weatd001,R,weatd001,R,blanh001,hayec001,bellr002,hernj001,lorem001,moutl001,grism001,burnj001,gutir001,nievj002,giraj001,K/C,F,F,9,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,leskc001,leskc001,leskc001,F,T,F,F,F,,,,,0,2,0,0,0,0,0,0,0,108,1,6
CHN200005300,ATL,9,1,2,1,2,BCFC,5,2,rodrh001,L,rodrh001,L,remlm001,L,remlm001,L,lopej001,galaa001,veraq001,jonec004,furcr001,sandr002,jonea002,jordb001,husoj001,bufod001,zulej001,K/C,F,T,11,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,rockj001,rockj001,rockj001,F,T,F,F,F,,,,karcm001,1,2,0,0,0,0,0,0,0,79,0,3
CHN200009280,PHI,9,1,2,1,2,CBFS,4,2,pattc001,L,pattc001,L,padiv001,R,padiv001,R,benng001,huntb001,jordk001,ariaa001,rollj001,burrp001,gland001,sefck001,youne001,mattg002,husoj001,K,F,F,8,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,branj001,branj001,branj001,F,T,F,F,F,,,,,0,2,0,0,0,0,0,0,0,78,1,2
CIN200008050,FLO,9,1,2,3,2,CBFBBX,4,4,tuckm001,L,tuckm001,L,boner001,R,boner001,R,redmm001,lee-d002,fox-a001,lowem001,bergd002,smitm004,wilsp002,kotsm001,ochoa001,cases001,bichd001,63/G6,F,F,7,8,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,6,0,0,N,0,N,0,N,0,1,2,3,63.0,,,,F,F,F,F,F,F,F,F,F,boner001,boner001,darev001,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,85,0,0
CLE200004180,OAK,9,1,2,1,1,CBX,8,5,frymt001,R,frymt001,R,isrij001,R,isrij001,R,fasas001,saeno001,menef001,chave001,tejam001,grieb001,chrir001,staim001,diaze002,ramia002,justd001,6/P4MD,F,F,5,2,2,T,T,0,F,F,1,F,F,0,F,F,6,P,F,F,4MD,0,0,N,0,N,0,N,0,1,2,3,6.0,,,,F,F,F,F,F,F,F,F,F,isrij001,isrij001,isrij001,F,T,F,F,F,,,,,0,6,0,0,0,0,0,0,0,82,1,3
CLE200005200,NYA,9,1,2,3,2,BCFBBB,2,2,alomr001,L,alomr001,L,nelsj001,R,nelsj001,R,posaj001,martt002,knobc001,bross001,soria001,johnl001,willb002,oneip001,vizqo001,loftk001,cabrj002,W.3-H;2-3;1-2,F,F,4,3,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,nelsj001,nelsj001,nelsj001,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,88,0,0
COL200005250,CHN,9,1,2,1,1,BSX,6,5,hammj001,R,hammj001,R,aguir001,R,aguir001,R,giraj001,martd002,youne001,greew001,nievj002,gonzr002,bufod001,sosas001,heltt001,cirij001,shumt001,53/G5+,F,F,9,5,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,5,0,0,N,0,N,0,N,0,1,2,3,53.0,,,,F,F,F,F,F,F,F,F,F,heref001,vanpt001,vanpt001,F,T,F,F,F,,,,,0,3,0,0,5,0,0,0,0,79,0,1
COL200007140,CIN,9,1,2,1,2,BCFFFFFS,9,2,goodt001,L,goodt001,L,harnp001,R,harnp001,R,taube001,cases001,reesp001,stync001,castj004,yound001,tuckm001,ochoa001,huntb002,peren001,maynb001,K,F,F,8,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,harnp001,harnp001,harnp001,F,T,F,F,F,,,,,0,2,0,0,0,0,0,0,0,86,0,7
COL200008050,PHI,9,1,2,3,2,CBCBBB,6,5,walkt002,L,walkt002,L,branj001,R,branj001,R,benng001,lee-t002,jordk001,roles001,peret003,sefck001,gland001,abreb001,petrb001,hollt001,heltt001,W.3-H;2-3;1-2,F,F,4,8,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,branj001,branj001,branj001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,86,1,1
COL200008050,PHI,9,1,2,0,2,CFX,6,6,shumt001,R,shumt001,R,branj001,R,branj001,R,benng001,lee-t002,jordk001,roles001,peret003,sefck001,gland001,abreb001,walkt002,petrb001,hollt001,S8/L8RS.3-H;2-3;1-2,F,T,11,9,20,T,T,1,F,F,0,F,F,1,F,F,8,L,F,F,8RS,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,branj001,branj001,branj001,F,T,F,F,F,,,,jimej001,1,0,0,0,0,0,0,0,0,87,2,0
COL200008060,PHI,9,1,2,1,2,BFCFFFX,10,6,heltt001,L,heltt001,L,padiv001,R,padiv001,R,liebm001,lee-t002,jordk001,roles001,peret003,sefck001,gland001,abreb001,walkl001,peren001,hollt001,S7/G56.3-H;2-H;1-2,F,F,3,5,20,T,T,1,F,F,0,F,F,2,F,F,7,G,F,F,56,0,0,N,0,N,0,N,1,2,4,4,,,,,F,F,F,F,F,F,F,F,F,padiv001,padiv001,padiv001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,91,0,4
COL200008220,ATL,9,1,2,1,2,SFFBFFX,6,6,hammj001,R,hammj001,R,ligtk001,R,ligtk001,R,lopej001,galaa001,lockk001,jonec004,furcr001,surhb001,jonea002,jordb001,heltt001,peren001,pierj002,9/FL/F9LSF+,F,F,9,4,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,T,9LSF,0,0,N,0,N,0,N,0,1,2,3,9.0,,,,F,F,F,F,F,F,F,F,F,ligtk001,ligtk001,ligtk001,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,87,0,0
DET200004300,CHA,9,1,2,0,1,SX,3,3,gonzj002,R,gonzj002,R,simab001,R,simab001,R,johnm003,konep001,durhr001,nortg001,valej003,abboj002,singc001,ordom001,encaj001,ausmb001,jeffg001,7/F78XD+,F,F,10,4,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,78XD,0,0,N,0,N,0,N,0,1,2,3,7.0,,,,F,F,F,F,F,F,F,F,F,simab001,simab001,simab001,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,81,2,0
DET200008220,SEA,9,1,2,0,2,SSX,8,4,palmd002,R,palmd002,R,sasak001,R,sasak001,R,olivj001,olerj001,mclem001,guilc001,rodra001,hendr001,camem001,marta001,higgb001,encaj001,mcmib001,7/F8LXD+,F,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,8LXD,0,0,N,0,N,0,N,0,1,2,3,7.0,,,,F,F,F,F,F,F,F,F,F,sasak001,panij001,panij001,F,T,F,F,F,,,,,0,7,0,0,0,0,0,0,0,85,1,4
HOU200007210,SLN,9,1,2,0,2,CSFX,12,1,lugoj001,R,lugoj001,R,benea002,R,benea002,R,wilkr001,mathm001,vinaf001,polap001,rente001,paquc001,edmoj001,richc001,spieb001,euset001,trubc001,13/G13,F,F,6,1,2,T,T,0,F,F,1,F,F,0,F,F,1,G,F,F,13,0,0,N,0,N,0,N,0,1,2,3,13.0,,,,F,F,F,F,F,F,F,F,F,benea002,benea002,benea002,F,T,F,F,F,,,,,0,3,0,0,1,0,0,0,0,92,0,11
KCA200004110,BAL,9,1,2,2,2,BCFBX,5,5,sweem002,R,sweem002,R,ryanb001,L,ryanb001,L,johnc002,clarw001,deshd001,ripkc001,bordm001,surhb001,andeb001,bellj002,dye-j001,beltc001,feblc001,7/F7LM-,F,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,7LM,0,0,N,0,N,0,N,0,1,2,3,7.0,,,,F,F,F,F,F,F,F,F,F,ryanb001,ryanb001,ryanb001,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,85,0,0
KCA200006140,SEA,9,1,2,3,2,CBBFFBFB,4,4,poses001,L,poses001,L,sasak001,R,sasak001,R,lampt001,olerj001,mclem001,belld002,rodra001,gipsc001,camem001,ibanr001,zaung001,beltc001,randj002,W.3-H;2-3;1-2,F,T,11,9,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,sasak001,sasak001,sasak001,F,T,F,F,F,,,,sancr001,6,0,0,0,0,0,0,0,0,90,1,0
KCA200009040,NYA,9,1,2,1,2,BFFX,4,3,sweem002,R,sweem002,R,rivem002,R,rivem002,R,posaj001,martt002,sojol001,bross001,jeted001,justd001,bellc001,oneip001,delgw001,damoj001,poses001,8/L8RD+,F,F,10,3,2,T,T,0,F,F,1,F,F,0,F,F,8,L,F,F,8RD,0,0,N,0,N,0,N,0,1,2,3,8.0,,,,F,F,F,F,F,F,F,F,F,rivem002,rivem002,rivem002,F,T,F,F,F,,,,,0,8,0,0,0,0,0,0,0,78,0,1
KCA200009200,ANA,9,1,2,3,2,CFBBFBFFX,4,2,sweem002,R,sweem002,R,perct001,R,perct001,R,molib001,spies001,kenna001,glaut001,stock001,erstd001,andeg001,palmo001,zaung001,ordal001,poses001,S8/G6M.3-H;2-H;1-3,F,F,3,3,20,T,T,1,F,F,0,F,F,2,F,F,8,G,F,F,6M,0,0,N,0,N,0,N,1,3,4,4,,,,,F,F,F,F,F,F,F,F,F,perct001,perct001,perct001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,82,0,2
LAN200006260,SDN,9,1,2,2,1,BBCX,9,3,gilbs001,R,gilbs001,R,almac001,R,almac001,R,hernc001,klesr001,boonb002,nevip001,nichk001,owene001,river002,dehak001,grudm001,hollt001,coraa001,D/F89M-.3-H;2-H;1-3,F,F,9,3,21,T,T,2,F,F,0,F,F,2,F,F,0,F,F,F,89M,0,0,N,0,N,0,N,2,3,4,4,,,,,F,F,F,F,F,F,F,F,F,almac001,almac001,almac001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,82,0,6
MIL200005050,MON,9,1,2,1,2,SSBS,10,1,lopel002,L,lopel002,L,urbiu001,R,urbiu001,R,widgc001,stevl001,vidrj001,barrm003,cabro001,jonet004,bergp001,guerv001,blanh001,barkk001,houst001,K+WP.3-H;2-3;1-2;B-1,F,F,6,2,3,T,T,0,F,F,0,F,F,0,T,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,urbiu001,urbiu001,urbiu001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,84,0,9
MIL200005050,MON,9,1,2,2,2,BBCFFFFS,10,2,burnj001,L,burnj001,L,klins002,L,klins002,L,widgc001,stevl001,vidrj001,barrm003,cabro001,jonet004,bergp001,guerv001,lopel002,blanh001,barkk001,K,F,F,9,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,urbiu001,urbiu001,urbiu001,F,T,F,F,F,,,,,0,2,0,0,0,0,0,0,0,85,1,8
MIL200007030,PHI,9,1,2,1,2,CBCC,5,3,jenkg001,L,jenkg001,L,branj001,R,branj001,R,liebm001,huntb001,moram001,roles001,relad001,gantr001,gland001,abreb001,lopel002,moutj001,hernj001,K/C,F,F,7,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,branj001,branj001,branj001,F,T,F,F,F,,,,,0,2,0,0,0,0,0,0,0,80,1,2
MIL200007050,PHI,9,1,2,1,2,BFCX,5,2,houst001,L,houst001,L,gomew001,R,gomew001,R,liebm001,huntb001,moram001,roles001,relad001,gantr001,gland001,abreb001,casar001,hernj001,burnj001,8/F8RXD+,F,T,11,9,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,8RXD,0,0,N,0,N,0,N,0,1,2,3,8.0,,,,F,F,F,F,F,F,F,F,F,gomew001,gomew001,wardb001,F,T,F,F,F,,,,weatd001,1,8,0,0,0,0,0,0,0,84,0,3
MIL200008260,SDN,9,1,2,0,1,CX,4,4,hayec001,R,hayec001,R,almac001,R,almac001,R,gonzw001,klesr001,boonb002,nevip001,jackd003,owene001,river002,darrm001,burnj001,sexsr001,moutj001,9/F9M,F,F,5,6,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,9M,0,0,N,0,N,0,N,0,1,2,3,9.0,,,,F,F,F,F,F,F,F,F,F,walld002,walld002,walld002,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,86,0,0
MIL200009080,SLN,9,1,2,0,1,CX,5,4,burnj001,L,burnj001,L,timlm001,R,timlm001,R,mathm001,clarw001,paquc001,tatif001,rente001,lankr001,edmoj001,drewj001,hernj001,colll001,moutj001,S/G56.3-H;2-3;1-2,F,F,9,6,20,T,T,1,F,F,0,F,F,1,F,F,0,G,F,F,56,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,timlm001,vered001,vered001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,83,2,1
MIL200009080,SLN,9,1,2,1,2,CBSFX,5,5,bellr002,R,bellr002,R,timlm001,R,timlm001,R,mathm001,clarw001,paquc001,tatif001,rente001,lankr001,edmoj001,drewj001,burnj001,hernj001,colll001,E4/G4M.3-H(NR)(UR);2-3;1-2,F,F,4,7,18,T,T,0,F,F,0,F,F,0,F,F,4,G,F,F,4M,1,4,F,0,N,0,N,1,2,3,5,,,,,F,F,F,F,F,F,F,F,F,timlm001,timlm001,vered001,F,T,F,F,F,,,,,0,0,0,0,0,0,0,0,0,84,3,0
MIL200009100,SLN,9,1,2,1,2,CSBFS,3,3,burnj001,L,burnj001,L,timlm001,R,timlm001,R,marre001,paquc001,polap001,tatif001,rente001,lankr001,drewj001,dunss001,echea001,jenkg001,lopel002,K,F,F,9,5,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2.0,,,,F,F,F,F,F,F,F,F,F,timlm001,timlm001,timlm001,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,82,1,0
