pa_count,k_pct,bb_pct,ibb_pct,hbp_pct,contact_pct,pitch_seq_coverage,fps_strike_pct,swing_pct,batter_id,season,era
295,0.0677966101694915,0.1254237288135593,0.0,0.0067796610169491,0.247457627118644,1.0,0.4915254237288136,0.3795036028823058,palmo001,2000,offense_explosion
184,0.1521739130434782,0.0815217391304347,0.0108695652173913,0.0163043478260869,0.1521739130434782,1.0,0.4510869565217391,0.4275256222547584,gilkb001,2000,offense_explosion
622,0.1398713826366559,0.0916398713826366,0.0112540192926045,0.0128617363344051,0.2427652733118971,1.0,0.3987138263665595,0.4397379912663755,finls001,2000,offense_explosion
547,0.2285191956124314,0.056672760511883,0.0091407678244972,0.0310786106032906,0.2723948811700182,1.0,0.4478976234003656,0.5241976566479878,galaa001,2000,offense_explosion
524,0.1526717557251908,0.0610687022900763,0.0057251908396946,0.0076335877862595,0.2633587786259542,1.0,0.4255725190839695,0.5148729042725798,lopej001,2000,offense_explosion
685,0.0934306569343065,0.1226277372262773,0.0145985401459854,0.002919708029197,0.2627737226277372,1.0,0.3284671532846715,0.4343141317861583,jonec004,2000,offense_explosion
270,0.1444444444444444,0.1296296296296296,0.0111111111111111,0.0,0.2222222222222222,1.0,0.3962962962962963,0.3451864700780572,hatts001,2000,offense_explosion
525,0.1333333333333333,0.1333333333333333,0.0,0.0019047619047619,0.219047619047619,1.0,0.4380952380952381,0.3652173913043478,offej001,2000,offense_explosion
197,0.2081218274111675,0.0456852791878172,0.0050761421319796,0.0101522842639593,0.2131979695431472,1.0,0.5228426395939086,0.4993464052287582,brogr001,2000,offense_explosion
559,0.2003577817531306,0.0840787119856887,0.0089445438282647,0.0125223613595706,0.2665474060822898,1.0,0.4919499105545617,0.4789838337182448,everc001,2000,offense_explosion
547,0.1371115173674588,0.0658135283363802,0.0036563071297989,0.0,0.2193784277879341,1.0,0.449725776965265,0.4367588932806324,lansm001,2000,offense_explosion
706,0.1331444759206798,0.131728045325779,0.0254957507082152,0.0070821529745042,0.2705382436260623,1.0,0.4178470254957507,0.3675903191862504,thomf001,2000,offense_explosion
663,0.0950226244343891,0.085972850678733,0.004524886877828,0.0030165912518853,0.2790346907993967,1.0,0.4147812971342383,0.463128038897893,ordom001,2000,offense_explosion
619,0.0436187399030694,0.135702746365105,0.0177705977382875,0.0096930533117932,0.2310177705977383,1.0,0.3618739903069466,0.3710832587287377,gracm001,2000,offense_explosion
704,0.2372159090909091,0.1022727272727272,0.0269886363636363,0.002840909090909,0.2741477272727273,1.0,0.4161931818181818,0.4480298913043478,sosas001,2000,offense_explosion
408,0.2377450980392156,0.0833333333333333,0.0049019607843137,0.0098039215686274,0.230392156862745,1.0,0.4068627450980392,0.5135818066961465,rodrh001,2000,offense_explosion
322,0.1987577639751552,0.1335403726708074,0.0031055900621118,0.0217391304347826,0.2236024844720497,1.0,0.4316770186335403,0.447067783701447,tuckm001,2000,offense_explosion
657,0.1689497716894977,0.1080669710806697,0.0030441400304414,0.0015220700152207,0.2800608828006088,1.0,0.4642313546423135,0.4206225680933852,frymt001,2000,offense_explosion
696,0.1178160919540229,0.0847701149425287,0.0057471264367816,0.0086206896551724,0.271551724137931,1.0,0.4454022988505747,0.4366749910809847,alomr001,2000,offense_explosion
509,0.1630648330058939,0.0785854616895874,0.0078585461689587,0.0098231827111984,0.2986247544204322,1.0,0.3909626719056974,0.4944567627494456,hammj001,2000,offense_explosion
605,0.1917355371900826,0.109090909090909,0.0033057851239669,0.0016528925619834,0.2297520661157024,1.0,0.4314049586776859,0.3722998729351969,goodt001,2000,offense_explosion
282,0.1028368794326241,0.0921985815602836,0.0,0.0035460992907801,0.2553191489361702,1.0,0.4148936170212766,0.4369287020109689,walkt002,2000,offense_explosion
299,0.1337792642140468,0.0903010033444816,0.0033444816053511,0.020066889632107,0.2240802675585284,1.0,0.3879598662207358,0.4345454545454545,shumt001,2000,offense_explosion
