pa_count,pitch_count,k_pct,bb_pct,swing_pct,chase_pct,contact_pct,fps_swing_pct,zone_swing_pct,batter_id,season,era
650,2610,0.2492307692307692,0.0769230769230769,0.4804597701149425,0.3087525844245348,0.7161084529505582,0.2852760736196319,0.6951640759930915,443558,2015,statcast
417,1599,0.1918465227817745,0.0455635491606714,0.4928080050031269,0.3228155339805825,0.8071065989847716,0.2398081534772182,0.6735483870967742,570560,2015,statcast
611,2278,0.1554828150572831,0.055646481178396,0.5030728709394205,0.3312548713951675,0.8202443280977313,0.2880523731587561,0.7245206861755802,543939,2015,statcast
219,878,0.3105022831050228,0.0547945205479452,0.5,0.3209302325581395,0.6856492027334852,0.3333333333333333,0.671875,542921,2015,statcast
264,1038,0.1893939393939394,0.0757575757575757,0.4816955684007707,0.308529945553539,0.822,0.25,0.6832298136645962,435401,2015,statcast
438,1769,0.2785388127853881,0.0981735159817351,0.4827586206896552,0.2588774341351661,0.6850117096018735,0.319634703196347,0.7008928571428571,501981,2015,statcast
508,2092,0.1889763779527559,0.0984251968503937,0.4110898661567878,0.2880203908241291,0.8348837209302326,0.1493123772102161,0.5693989071038251,519390,2015,statcast
262,1071,0.2480916030534351,0.0916030534351145,0.4696545284780579,0.2874564459930314,0.7614314115308151,0.2748091603053435,0.6781376518218624,501983,2015,statcast
427,1578,0.0960187353629976,0.0889929742388758,0.4271229404309252,0.2340686274509804,0.8961424332344213,0.1662763466042154,0.633377135348226,605412,2015,statcast
541,1966,0.2624768946395563,0.0499075785582255,0.6027466937945066,0.4203581526861451,0.7139240506329114,0.512014787430684,0.8165745856353591,407781,2015,statcast
279,1045,0.2401433691756272,0.064516129032258,0.523444976076555,0.3404669260700389,0.7129798903107861,0.3906810035842294,0.7026515151515151,488681,2015,statcast
383,1404,0.2872062663185378,0.0496083550913838,0.5826210826210826,0.4199475065616798,0.6577017114914425,0.4595300261096606,0.7757009345794392,517370,2015,statcast
120,461,0.325,0.05,0.527114967462039,0.3781512605042016,0.7283950617283951,0.35,0.6860986547085202,449786,2015,statcast
386,1432,0.1891191709844559,0.0518134715025906,0.5090782122905028,0.2462462462462462,0.7928669410150891,0.3782383419689119,0.7372549019607844,460026,2015,statcast
607,2455,0.1532125205930807,0.0988467874794069,0.4484725050916497,0.2670375521557719,0.782016348773842,0.2582236842105263,0.7061143984220908,120074,2015,statcast
549,1913,0.145719489981785,0.0455373406193078,0.5849451123889179,0.3673036093418259,0.8579088471849866,0.5027322404371585,0.796086508753862,542993,2015,statcast
272,1042,0.2941176470588235,0.0588235294117647,0.517274472168906,0.3414634146341463,0.6827458256029685,0.3874538745387454,0.7329059829059829,542994,2015,statcast
222,806,0.2612612612612612,0.063063063063063,0.4900744416873449,0.3142857142857143,0.7265822784810126,0.3901345291479821,0.6902887139107612,488721,2015,statcast
659,2433,0.1168437025796661,0.0682852807283763,0.4315659679408138,0.2532523850823938,0.8657142857142858,0.2640364188163884,0.5923317683881064,462101,2015,statcast
597,2144,0.083752093802345,0.0871021775544388,0.4230410447761194,0.2226244343891402,0.9261300992282248,0.2144053601340033,0.6364513018322083,488726,2015,statcast
692,2997,0.1907514450867052,0.1835260115606936,0.367701034367701,0.1674727932285369,0.7903811252268602,0.2886002886002886,0.6152125279642058,458015,2015,statcast
668,2772,0.309880239520958,0.1167664670658682,0.4718614718614718,0.2857142857142857,0.6720183486238532,0.3997005988023952,0.6998394863563403,448801,2015,statcast
171,659,0.239766081871345,0.0994152046783625,0.4081942336874051,0.2344213649851632,0.7509293680297398,0.239766081871345,0.5900621118012422,502054,2015,statcast
565,2134,0.2035398230088495,0.0884955752212389,0.5018744142455482,0.3580349708576186,0.7889822595704948,0.3833922261484099,0.6870310825294748,460075,2015,statcast
343,1287,0.2157434402332361,0.0787172011661807,0.4747474747474747,0.3094890510948905,0.7855973813420621,0.3575581395348837,0.6627906976744186,605486,2015,statcast
652,2648,0.3021472392638036,0.1180981595092024,0.4890483383685801,0.2866941015089163,0.6640926640926641,0.3901689708141321,0.7373737373737373,592178,2015,statcast
676,2556,0.1997041420118343,0.0606508875739644,0.5277777777777778,0.3505830903790087,0.7635285396590067,0.4068047337278107,0.7328825021132713,453943,2015,statcast
482,1879,0.1970954356846473,0.0684647302904564,0.4699308142629058,0.3247588424437299,0.7904869762174406,0.2614107883817427,0.6131078224101479,592192,2015,statcast
607,2331,0.1779242174629324,0.0642504118616145,0.4967824967824968,0.307753164556962,0.8186528497409327,0.3261943986820428,0.7213883677298312,435522,2015,statcast
374,1469,0.3074866310160428,0.0855614973262032,0.4731109598366235,0.268,0.6920863309352518,0.3235294117647059,0.6870653685674548,488771,2015,statcast
256,1039,0.3125,0.11328125,0.3426371511068335,0.1779497098646034,0.7162921348314607,0.188235294117647,0.5047984644913628,430404,2015,statcast
190,731,0.2052631578947368,0.0684210526315789,0.4760601915184678,0.2595628415300546,0.7902298850574713,0.3684210526315789,0.6923076923076923,605509,2015,statcast
112,435,0.2946428571428571,0.0714285714285714,0.464367816091954,0.205607476635514,0.698019801980198,0.3660714285714285,0.7149321266968326,592200,2015,statcast
322,1269,0.2080745341614907,0.062111801242236,0.5027580772261623,0.2891566265060241,0.7617554858934169,0.3126934984520124,0.7367549668874173,605512,2015,statcast
219,950,0.2465753424657534,0.0867579908675799,0.4242105263157895,0.2139917695473251,0.8039702233250621,0.1963470319634703,0.6443965517241379,474443,2015,statcast
591,2297,0.2554991539763113,0.0609137055837563,0.498476273400087,0.3262642740619902,0.719650655021834,0.3513513513513513,0.6962616822429907,592206,2015,statcast
533,1946,0.1763602251407129,0.0450281425891182,0.512846865364851,0.3149847094801223,0.811623246492986,0.3114446529080675,0.7144340602284528,595281,2015,statcast
556,2148,0.210431654676259,0.0539568345323741,0.5200186219739292,0.3276450511945392,0.7376902417188899,0.420863309352518,0.7512846865364851,543063,2015,statcast
664,2797,0.2259036144578313,0.1144578313253012,0.3889882016446192,0.2064777327935222,0.8023897058823529,0.161144578313253,0.5946768060836501,572761,2015,statcast
400,1523,0.2025,0.04,0.5068942875902823,0.3892365456821026,0.8005181347150259,0.2418952618453865,0.636237897648686,543068,2015,statcast
449,1655,0.1648106904231625,0.0623608017817371,0.4676737160120846,0.2768496420047732,0.834625322997416,0.3585746102449889,0.6642156862745098,571740,2015,statcast
422,1451,0.2535545023696682,0.0402843601895734,0.5678842177808407,0.3975609756097561,0.7390776699029126,0.471563981042654,0.7892234548335975,630111,2015,statcast
106,363,0.2075471698113207,0.0849056603773584,0.4848484848484848,0.2688172043010752,0.7613636363636364,0.3490566037735849,0.711864406779661,502117,2015,statcast
480,1743,0.1208333333333333,0.0520833333333333,0.4561101549053356,0.2567901234567901,0.8830188679245283,0.2020833333333333,0.6298283261802575,435559,2015,statcast
653,2676,0.1990811638591118,0.1669218989280245,0.4417040358744394,0.2558286074354127,0.7538071065989848,0.3792048929663608,0.7140221402214022,547180,2015,statcast
374,1368,0.213903743315508,0.0695187165775401,0.4641812865497076,0.3084370677731674,0.7496062992125985,0.3155080213903743,0.6387596899224807,502143,2015,statcast
316,1225,0.1360759493670886,0.0822784810126582,0.4097959183673469,0.2123893805309734,0.8824701195219123,0.2018927444794952,0.5787878787878787,434563,2015,statcast
210,872,0.2952380952380952,0.1,0.3807339449541284,0.1949541284403669,0.713855421686747,0.2142857142857142,0.5681293302540416,434567,2015,statcast
682,2565,0.127565982404692,0.0542521994134897,0.4705653021442495,0.3311061618411284,0.8806959403479702,0.1862170087976539,0.6247947454844006,466320,2015,statcast
181,668,0.287292817679558,0.0552486187845303,0.5284431137724551,0.3819951338199513,0.6515580736543909,0.4088397790055249,0.7626459143968871,285078,2015,statcast
113,467,0.2654867256637168,0.0707964601769911,0.4903640256959314,0.3127753303964757,0.8034934497816594,0.2631578947368421,0.6583333333333333,608672,2015,statcast
639,2358,0.2910798122065727,0.0704225352112676,0.498303647158609,0.3303204601479046,0.7319148936170212,0.4178403755868544,0.677475898334794,435622,2015,statcast
118,466,0.1440677966101695,0.0847457627118644,0.4313304721030043,0.315126050420168,0.8507462686567164,0.1610169491525423,0.5550660792951542,518568,2015,statcast
444,1700,0.1689189189189189,0.0923423423423423,0.4788235294117647,0.2989010989010989,0.812039312039312,0.2937219730941704,0.6860759493670886,444843,2015,statcast
255,1020,0.2901960784313726,0.0901960784313725,0.492156862745098,0.3024574669187145,0.7171314741035857,0.4352941176470588,0.6975308641975309,434604,2015,statcast
72,250,0.25,0.0555555555555555,0.492,0.325,0.7235772357723578,0.2222222222222222,0.6461538461538462,518577,2015,statcast
523,2041,0.2810707456978967,0.0860420650095602,0.492405683488486,0.3086642599277978,0.7194029850746269,0.3365200764818356,0.7103004291845494,461235,2015,statcast
164,669,0.2073170731707317,0.0853658536585365,0.414050822122571,0.2571428571428571,0.7870036101083032,0.1951219512195122,0.5862068965517241,595386,2015,statcast
263,1071,0.1711026615969581,0.0684410646387832,0.4126984126984127,0.2327746741154562,0.8619909502262444,0.1183206106870229,0.5947467166979362,554429,2015,statcast
499,1880,0.1723446893787575,0.0681362725450901,0.4824468085106383,0.2796610169491525,0.8467475192943771,0.3087649402390438,0.686965811965812,453056,2015,statcast
580,2291,0.1120689655172413,0.0827586206896551,0.4338716717590571,0.2668735453840186,0.8571428571428571,0.1595197255574614,0.649,502210,2015,statcast
69,272,0.2753623188405797,0.0579710144927536,0.5073529411764706,0.3076923076923077,0.7391304347826086,0.3333333333333333,0.7286821705426356,452035,2015,statcast
533,2092,0.2101313320825516,0.0619136960600375,0.4478967495219885,0.2846648301193756,0.791889007470651,0.273921200750469,0.6263736263736264,453064,2015,statcast
210,766,0.2095238095238095,0.0619047619047619,0.4882506527415143,0.2817258883248731,0.7914438502673797,0.2761904761904762,0.7108108108108108,518614,2015,statcast
553,1829,0.1446654611211573,0.0144665461121157,0.5390924002186988,0.4169246646026832,0.8326572008113591,0.2893309222423146,0.6767441860465117,521692,2015,statcast
371,1375,0.1994609164420485,0.0566037735849056,0.4989090909090909,0.2998454404945904,0.8236151603498543,0.2661290322580645,0.6758241758241759,434658,2015,statcast
385,1527,0.2493506493506493,0.0831168831168831,0.4191224623444662,0.2457002457002457,0.765625,0.1766233766233766,0.6171107994389902,571875,2015,statcast
708,2799,0.1836158192090395,0.1031073446327683,0.4569489103251161,0.2308781869688385,0.7607505863956215,0.3149717514124294,0.6873646209386282,518626,2015,statcast
273,1101,0.2271062271062271,0.1025641025641025,0.4314259763851044,0.2553191489361702,0.7978947368421052,0.2124542124542124,0.6186915887850467,455139,2015,statcast
430,1584,0.1651162790697674,0.0441860465116279,0.4987373737373737,0.3162901307966706,0.8164556962025317,0.3232558139534883,0.7052489905787349,434670,2015,statcast
249,850,0.180722891566265,0.0401606425702811,0.5105882352941177,0.3529411764705882,0.7811059907834101,0.2248995983935743,0.7131367292225201,543216,2015,statcast
359,1397,0.2869080779944289,0.0584958217270195,0.5003579098067287,0.2777777777777778,0.7281831187410587,0.3649025069637883,0.7031463748290013,452095,2015,statcast
641,2556,0.2090483619344773,0.078003120124805,0.4295774647887324,0.2279909706546275,0.8005464480874317,0.2106084243369734,0.6479217603911981,452104,2015,statcast
376,1566,0.2234042553191489,0.101063829787234,0.3786717752234994,0.2345191040843214,0.7790893760539629,0.1728723404255319,0.5136476426799007,150029,2015,statcast
228,791,0.2456140350877192,0.0307017543859649,0.5916561314791403,0.4010152284263959,0.75,0.5,0.7808564231738035,648717,2015,statcast
197,835,0.2182741116751269,0.1015228426395939,0.4227544910179641,0.1753086419753086,0.773371104815864,0.2436548223350254,0.6565420560747663,430605,2015,statcast
612,2266,0.15359477124183,0.0490196078431372,0.4593998234774933,0.2974848222029488,0.834774255523535,0.2899022801302932,0.6276978417266187,622110,2015,statcast
261,1077,0.1647509578544061,0.0881226053639846,0.4456824512534819,0.236614853195164,0.8541666666666666,0.2357414448669201,0.6887550200803213,476704,2015,statcast
641,2442,0.1700468018720748,0.0686427457098284,0.4991809991809992,0.2902979373567609,0.7858900738310091,0.3504672897196261,0.7429078014184397,425509,2015,statcast
559,1921,0.1019677996422182,0.0465116279069767,0.4846434148880791,0.3453772582359192,0.8925886143931256,0.2867383512544803,0.6190965092402464,542255,2015,statcast
389,1440,0.0616966580976863,0.0745501285347043,0.4520833333333333,0.2638297872340425,0.9170506912442395,0.2236503856041131,0.6356164383561644,493114,2015,statcast
209,822,0.1578947368421052,0.0574162679425837,0.462287104622871,0.2944162436548223,0.8578947368421053,0.1435406698564593,0.616822429906542,430652,2015,statcast
349,1381,0.3094555873925501,0.0573065902578796,0.5141202027516293,0.3282548476454293,0.7,0.3409742120343839,0.7184170471841704,545341,2015,statcast
111,424,0.3243243243243243,0.063063063063063,0.5283018867924528,0.3588516746411483,0.6964285714285714,0.3423423423423423,0.7,543302,2015,statcast
389,1500,0.1670951156812339,0.0822622107969151,0.448,0.2241153342070773,0.8080357142857143,0.3110539845758355,0.6811989100817438,543305,2015,statcast
224,848,0.2455357142857142,0.0357142857142857,0.5459905660377359,0.3844339622641509,0.7883369330453563,0.2933333333333333,0.7075471698113207,425549,2015,statcast
680,2968,0.2323529411764706,0.1147058823529411,0.376010781671159,0.2269779507133592,0.8001792114695341,0.1029411764705882,0.5379746835443038,545361,2015,statcast
411,1523,0.1630170316301703,0.0364963503649635,0.4727511490479317,0.2857142857142857,0.8305555555555556,0.2384428223844282,0.6570680628272252,425567,2015,statcast
670,2428,0.1567164179104477,0.0567164179104477,0.4987644151565074,0.3200301204819277,0.8265895953757225,0.2880597014925373,0.7142857142857143,429664,2015,statcast
430,1752,0.2023255813953488,0.0441860465116279,0.3972602739726027,0.2710059171597633,0.8390804597701149,0.0767441860465116,0.5148842337375965,429666,2015,statcast
287,1033,0.1881533101045296,0.0452961672473867,0.5179090029041626,0.3346534653465347,0.7738317757009345,0.3321799307958477,0.6939163498098859,628329,2015,statcast
575,2081,0.1443478260869565,0.057391304347826,0.5180201826045171,0.3444244604316547,0.7949907235621522,0.3321739130434782,0.717234262125903,544369,2015,statcast
567,2083,0.1851851851851851,0.0599647266313932,0.5338454152664426,0.3394230769230769,0.7859712230215827,0.3309859154929577,0.7277085330776606,116338,2015,statcast
344,1242,0.25,0.066860465116279,0.5660225442834138,0.365296803652968,0.7240398293029872,0.430635838150289,0.7941680960548885,572019,2015,statcast
426,1656,0.1643192488262911,0.0845070422535211,0.4136473429951691,0.2308598351001178,0.8583941605839416,0.1830985915492957,0.6059479553903345,452220,2015,statcast
712,2784,0.1558988764044943,0.095505617977528,0.4321120689655172,0.2498284145504461,0.8428927680798005,0.2556179775280899,0.6329305135951662,592518,2015,statcast
669,2343,0.1315396113602391,0.0792227204783258,0.4626547161758429,0.2855917667238422,0.8459409594095941,0.2906110283159464,0.6386054421768708,572041,2015,statcast
451,1899,0.2150776053215077,0.0953436807095343,0.3991574512901527,0.2375478927203065,0.7440633245382586,0.1840354767184035,0.5978898007033998,452234,2015,statcast
188,835,0.2765957446808511,0.0638297872340425,0.4215568862275449,0.2593457943925233,0.7301136363636364,0.0744680851063829,0.5921375921375921,429711,2015,statcast
572,2250,0.1748251748251748,0.0944055944055944,0.4448888888888889,0.3232323232323232,0.8071928071928072,0.1783216783216783,0.6074766355140186,452252,2015,statcast
249,888,0.2128514056224899,0.0200803212851405,0.5371621621621622,0.3640449438202247,0.790356394129979,0.3333333333333333,0.7110609480812641,449181,2015,statcast
115,381,0.2695652173913043,0.0347826086956521,0.6010498687664042,0.47,0.7248908296943232,0.391304347826087,0.7444444444444445,524968,2015,statcast
635,2506,0.1637795275590551,0.0803149606299212,0.4301675977653631,0.2551020408163265,0.8423005565862709,0.1448818897637795,0.611879576891782,543401,2015,statcast
508,1966,0.1594488188976378,0.1220472440944882,0.448118006103764,0.2730528200537153,0.7877412031782066,0.326771653543307,0.6804733727810651,408234,2015,statcast
636,2280,0.1918238993710692,0.0377358490566037,0.5706140350877194,0.3854166666666667,0.7594158339738662,0.4153605015673981,0.7608888888888888,516782,2015,statcast
199,768,0.2211055276381909,0.0452261306532663,0.5013020833333334,0.3177083333333333,0.7688311688311689,0.2311557788944723,0.6848958333333334,489138,2015,statcast
509,1925,0.1591355599214145,0.0805500982318271,0.4805194805194805,0.2888229475766568,0.8216216216216217,0.3182711198428291,0.6963696369636964,489149,2015,statcast
508,1960,0.1181102362204724,0.0334645669291338,0.4862244897959183,0.2903225806451613,0.8730325288562435,0.2421259842519685,0.6627793974732751,527038,2015,statcast
404,1512,0.2128712871287128,0.0594059405940594,0.5138888888888888,0.3512064343163539,0.7760617760617761,0.3242574257425742,0.672346002621232,150212,2015,statcast
249,913,0.1967871485943775,0.0481927710843373,0.4534501642935378,0.2565947242206235,0.8526570048309179,0.2208835341365461,0.6189516129032258,573135,2015,statcast
555,2317,0.2612612612612612,0.0972972972972973,0.4976262408286577,0.2551566080977845,0.7441457068516912,0.418018018018018,0.8125,474832,2015,statcast
487,1897,0.2628336755646817,0.0800821355236139,0.4623089088033738,0.2806691449814126,0.7103762827822121,0.2956878850102669,0.7003654080389768,476883,2015,statcast
434,1445,0.0852534562211981,0.0368663594470046,0.5487889273356401,0.392814371257485,0.8701134930643127,0.3433179723502304,0.7623762376237624,150229,2015,statcast
686,2529,0.1399416909620991,0.0699708454810495,0.4547251878212732,0.2829153605015674,0.8339130434782609,0.2346938775510204,0.6301916932907349,572122,2015,statcast
101,438,0.3267326732673267,0.0693069306930693,0.4292237442922374,0.2227488151658767,0.648936170212766,0.2277227722772277,0.6211453744493393,592609,2015,statcast
478,1884,0.2175732217573222,0.0941422594142259,0.423036093418259,0.2167832167832167,0.7628607277289837,0.301255230125523,0.6583427922814983,456422,2015,statcast
224,902,0.3035714285714285,0.1026785714285714,0.4534368070953437,0.2594142259414226,0.687041564792176,0.2901785714285714,0.6769596199524941,457454,2015,statcast
64,219,0.234375,0.0,0.589041095890411,0.4220183486238532,0.6666666666666666,0.359375,0.7545454545454545,542455,2015,statcast
479,1884,0.1022964509394572,0.0480167014613778,0.4739915074309979,0.3123152709359605,0.8756998880179171,0.2291666666666666,0.663594470046083,400121,2015,statcast
395,1520,0.1949367088607595,0.0784810126582278,0.5151315789473684,0.2987951807228916,0.7828863346104725,0.3518987341772152,0.7753623188405797,346874,2015,statcast
55,204,0.2363636363636363,0.2,0.3431372549019608,0.1944444444444444,0.7285714285714285,0.2363636363636363,0.5104166666666666,502523,2015,statcast
674,2715,0.2077151335311572,0.0415430267062314,0.489134438305709,0.3635077793493635,0.7831325301204819,0.1632047477744807,0.6260601387818041,493316,2015,statcast
363,1449,0.2314049586776859,0.0743801652892562,0.4796411318150448,0.3027638190954774,0.7856115107913669,0.256198347107438,0.6952526799387443,457477,2015,statcast
367,1304,0.2016348773841962,0.0435967302452316,0.5122699386503068,0.3689604685212299,0.7769461077844312,0.3242506811989101,0.6709677419354839,503556,2015,statcast
534,2144,0.1011235955056179,0.1104868913857678,0.3684701492537313,0.2139812446717817,0.8886075949367088,0.1685393258426966,0.5556701030927835,450314,2015,statcast
334,1183,0.1526946107784431,0.0718562874251497,0.4775993237531699,0.2982731554160125,0.7699115044247787,0.2656716417910448,0.6862385321100918,596748,2015,statcast
421,1481,0.2114014251781472,0.0380047505938242,0.5232950708980418,0.3699582753824756,0.7677419354838709,0.3301662707838479,0.6679841897233202,543510,2015,statcast
619,2437,0.1712439418416801,0.0743134087237479,0.4333196553139105,0.2349957734573119,0.8484848484848485,0.232258064516129,0.6233974358974359,518934,2015,statcast
476,1739,0.2121848739495798,0.0630252100840336,0.5595169637722829,0.3550165380374862,0.762589928057554,0.4968553459119497,0.7833935018050542,460576,2015,statcast
389,1301,0.0874035989717223,0.0437017994858611,0.4819369715603382,0.2913165266106443,0.8787878787878788,0.3205128205128205,0.7137989778534923,425766,2015,statcast
622,2165,0.107717041800643,0.045016077170418,0.4854503464203233,0.3161698283649503,0.8525214081826832,0.3130016051364366,0.6638257575757576,493351,2015,statcast
192,738,0.1979166666666666,0.0885416666666666,0.4281842818428184,0.2329842931937172,0.7974683544303798,0.2447916666666666,0.6376404494382022,624424,2015,statcast
143,494,0.2447552447552447,0.0349650349650349,0.4959514170040486,0.364,0.7714285714285715,0.3006993006993007,0.6296296296296297,518953,2015,statcast
413,1662,0.1525423728813559,0.0871670702179176,0.4338146811070998,0.2877059569074778,0.8626907073509015,0.1331719128329297,0.565864833906071,518960,2015,statcast
142,531,0.204225352112676,0.0845070422535211,0.4745762711864407,0.2633587786259542,0.8174603174603174,0.323943661971831,0.6802973977695167,502582,2015,statcast
553,2258,0.2459312839059674,0.104882459312839,0.4198405668733392,0.2753950338600451,0.7679324894514767,0.2115732368896926,0.6277056277056277,446263,2015,statcast
492,1774,0.2032520325203252,0.0955284552845528,0.4864712514092446,0.2902173913043478,0.7659327925840093,0.3821138211382114,0.6978922716627635,543543,2015,statcast
608,2225,0.21875,0.0657894736842105,0.5375280898876404,0.367601246105919,0.7148829431438127,0.3980263157894737,0.7801724137931034,471865,2015,statcast
474,1688,0.2489451476793249,0.0253164556962025,0.5912322274881516,0.4457831325301205,0.749498997995992,0.3691983122362869,0.7675324675324675,592696,2015,statcast
340,1173,0.2235294117647059,0.038235294117647,0.5635123614663257,0.438871473354232,0.7685325264750378,0.388235294117647,0.7121495327102804,425796,2015,statcast
