pa_count,k_pct,bb_pct,ibb_pct,hbp_pct,contact_pct,pitch_seq_coverage,fps_strike_pct,swing_pct,batter_id,season,era
650,0.0769230769230769,0.0538461538461538,0.0,0.0,0.2692307692307692,0.0353846153846153,0.4347826086956521,0.5254237288135594,robib104,1960,post_war
463,0.1555075593952483,0.1339092872570194,0.0107991360691144,0.0151187904967602,0.2419006479481641,0.0323974082073434,0.4,0.4464285714285714,gentj101,1960,post_war
612,0.0833333333333333,0.1127450980392156,0.0032679738562091,0.0032679738562091,0.2761437908496732,0.0326797385620915,0.4,0.4230769230769231,runnp101,1960,post_war
646,0.0634674922600619,0.0495356037151702,0.0061919504643962,0.0061919504643962,0.2476780185758514,0.0417956656346749,0.4074074074074074,0.4868421052631579,malzf101,1960,post_war
544,0.1213235294117647,0.1084558823529411,0.0018382352941176,0.0110294117647058,0.2316176470588235,0.0551470588235294,0.5,0.4464285714285714,tasbw101,1960,post_war
400,0.14,0.0575,0.01,0.0,0.235,0.13,0.3076923076923077,0.518324607329843,zimmd101,1960,post_war
510,0.1372549019607843,0.1019607843137254,0.0156862745098039,0.0039215686274509,0.2235294117647059,0.1176470588235294,0.2,0.4147465437788018,baile101,1960,post_war
624,0.1073717948717948,0.0977564102564102,0.0112179487179487,0.0080128205128205,0.2548076923076923,0.0240384615384615,0.5333333333333333,0.4181818181818181,frant101,1960,post_war
522,0.0632183908045977,0.0996168582375478,0.0,0.003831417624521,0.2528735632183908,0.0172413793103448,0.4444444444444444,0.3666666666666666,asprk101,1960,post_war
277,0.111913357400722,0.1335740072202166,0.0144404332129963,0.003610108303249,0.1588447653429603,0.0469314079422382,0.1538461538461538,0.3333333333333333,berbl101,1960,post_war
628,0.0748407643312101,0.0987261146496815,0.0047770700636942,0.0047770700636942,0.2436305732484076,0.0350318471337579,0.3636363636363636,0.3857142857142857,kalia101,1960,post_war
548,0.1368613138686131,0.0930656934306569,0.010948905109489,0.010948905109489,0.2080291970802919,0.0346715328467153,0.631578947368421,0.4666666666666667,maxwc101,1960,post_war
146,0.1095890410958904,0.0684931506849315,0.0068493150684931,0.0,0.2534246575342466,0.0205479452054794,0.3333333333333333,0.6666666666666666,foilh101,1960,post_war
328,0.1371951219512195,0.0762195121951219,0.0030487804878048,0.0030487804878048,0.1798780487804878,0.0152439024390243,0.4,0.5789473684210527,chith101,1960,post_war
192,0.109375,0.0520833333333333,0.0052083333333333,0.0,0.2135416666666666,0.0364583333333333,0.2857142857142857,0.64,kravd101,1960,post_war
378,0.1375661375661375,0.0687830687830687,0.0,0.0026455026455026,0.2142857142857142,0.0476190476190476,0.6111111111111112,0.5172413793103449,carea101,1960,post_war
258,0.2286821705426356,0.0852713178294573,0.003875968992248,0.0,0.2248062015503876,0.0271317829457364,0.2857142857142857,0.3703703703703703,throm101,1960,post_war
284,0.1232394366197183,0.0704225352112676,0.0035211267605633,0.0035211267605633,0.2429577464788732,0.0598591549295774,0.2941176470588235,0.4035087719298245,baueh101,1960,post_war
328,0.0853658536585365,0.0579268292682926,0.0030487804878048,0.0030487804878048,0.2408536585365853,0.0121951219512195,0.5,0.238095238095238,snydr102,1960,post_war
569,0.1528998242530755,0.0685413005272407,0.0123022847100175,0.0017574692442882,0.2688927943760984,0.1370826010544815,0.4615384615384615,0.4734982332155477,adcoj101,1960,post_war
595,0.0605042016806722,0.0470588235294117,0.0100840336134453,0.0067226890756302,0.2638655462184874,0.134453781512605,0.2875,0.4280701754385965,crand102,1960,post_war
676,0.143491124260355,0.059171597633136,0.0014792899408284,0.0029585798816568,0.2662721893491124,0.1464497041420118,0.4545454545454545,0.4700854700854701,brutb101,1960,post_war
69,0.2753623188405797,0.0869565217391304,0.0,0.0,0.1739130434782608,0.3188405797101449,0.4545454545454545,0.4078947368421052,hadlk101,1960,post_war
617,0.0696920583468395,0.0421393841166936,0.0081037277147487,0.0048622366288492,0.2512155591572123,0.2431118314424635,0.4533333333333333,0.4319654427645788,kubet101,1960,post_war
360,0.1194444444444444,0.0583333333333333,0.0194444444444444,0.0,0.2194444444444444,0.2638888888888889,0.5473684210526316,0.487012987012987,howae101,1960,post_war
291,0.1065292096219931,0.0652920962199312,0.0068728522336769,0.0068728522336769,0.2096219931271477,0.1786941580756013,0.4615384615384615,0.4516129032258064,amarr101,1960,post_war
192,0.2447916666666666,0.0729166666666666,0.0104166666666666,0.0104166666666666,0.1614583333333333,0.125,0.4583333333333333,0.56,neemc101,1960,post_war
639,0.1533646322378716,0.0610328638497652,0.0031298904538341,0.0046948356807511,0.2582159624413145,0.1596244131455399,0.3235294117647059,0.530791788856305,taylt101,1960,post_war
285,0.1649122807017544,0.0771929824561403,0.0,0.0070175438596491,0.2666666666666666,0.2105263157894736,0.4666666666666667,0.4449339207048458,smith106,1960,post_war
431,0.1693735498839907,0.0556844547563805,0.0278422273781902,0.0046403712296983,0.1995359628770301,0.1600928074245939,0.463768115942029,0.4924242424242424,brese101,1960,post_war
214,0.1448598130841121,0.1074766355140186,0.0046728971962616,0.0093457943925233,0.2476635514018691,0.2383177570093458,0.4509803921568627,0.427807486631016,niemb101,1960,post_war
