pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2016-05-17,95.3,-1.85,5.82,"Tolleson, Shawn",501981,474521,home_run,hit_into_play,,,,,5,Khris Davis hits a grand slam (11) to left center field.   Stephen Vogt scores.    Coco Crisp scores.    Josh Reddick scores.,R,R,R,ATH,TEX,X,,line_drive,2,2,2016,0.04,1.49,0.0087397243726302,2.2565158629066357,519390,424825,502210,2,9,Bot,72.8,35.19,,,,160517_215150,4.762973560634359,-139.47920648254347,-6.556329489018773,-0.555,32.429,-11.909,3.58,1.62,401,106.8,26,95.4,2150,6.8,447457,435064,519048,596059,134181,593643,607387,435622,608577,54.5,0.953,1.885,2.0,1,0,3,6,81,6,4-Seam Fastball,4,5,4,5,5,8,8,5,Standard,Standard,184,0.73,1.188,,,3.732,-1.188,106.8,-1,-1,0.27,0.27,28,28,28,29,1,4,3,1,6,1,1.07,-0.04,-0.04,,,,,,
FF,2016-05-17,95.0,-1.84,5.82,"Tolleson, Shawn",501981,474521,,foul,,,,,4,Foul,R,R,R,ATH,TEX,S,,,2,2,2016,-0.25,1.59,-0.6061202939469532,2.9332058694622987,519390,424825,502210,2,9,Bot,,,,,,160517_215120,3.886634124345155,-139.05359542277213,-5.084835494561912,-3.87,26.91,-11.002,3.58,1.62,217,75.5,47,95.6,2051,6.6,447457,435064,519048,596059,134181,593643,607387,435622,608577,54.5,,,,,,,,81,5,4-Seam Fastball,4,5,4,5,5,4,4,5,Standard,Standard,197,0.0,0.0,,,,0.0,88.0,-1,-1,0.27,0.27,28,28,28,29,1,4,3,1,6,1,0.94,0.25,0.25,,,,,,
FF,2016-05-17,94.6,-1.82,5.89,"Tolleson, Shawn",501981,474521,,foul,,,,,9,Foul,R,R,R,ATH,TEX,S,,,2,1,2016,-0.11,1.42,0.2874234169597057,2.110900555239437,519390,424825,502210,2,9,Bot,,,,,,160517_215047,5.796918837360512,-138.34181495122868,-6.881529810142716,-2.541,27.084,-12.977,3.58,1.62,223,80.1,54,95.2,2098,6.7,447457,435064,519048,596059,134181,593643,607387,435622,608577,54.5,,,,,,,,81,4,4-Seam Fastball,4,5,4,5,5,4,4,5,Standard,Standard,196,-0.05,-0.071,,,,0.071,88.0,-1,-1,0.32,0.32,28,28,28,29,1,4,3,1,6,1,1.14,0.11,0.11,,,,,,
FF,2016-05-17,93.8,-1.97,5.86,"Tolleson, Shawn",501981,474521,,foul,,,,,5,Foul,R,R,R,ATH,TEX,S,,,2,0,2016,0.06,1.36,-0.2702704719446329,2.650785874676005,519390,424825,502210,2,9,Bot,,,,,,160517_215018,4.236,-137.13664560940668,-5.096998200992483,0.0,24.298,-14.403,3.58,1.62,,,,94.7,2016,6.7,447457,435064,519048,596059,134181,593643,607387,435622,608577,54.5,,,,,,,,81,3,4-Seam Fastball,4,5,4,5,5,4,4,5,Strategic,Standard,182,-0.077,-0.05,,,,0.05,,-1,-1,0.397,0.397,28,28,28,29,1,4,3,1,6,1,1.23,-0.06,-0.06,,,,,,
FF,2016-05-17,94.5,-1.89,5.85,"Tolleson, Shawn",501981,474521,,ball,,,,,12,Ball,R,R,R,ATH,TEX,B,,,1,0,2016,0.36,1.34,0.703640848149917,3.8492118575836938,519390,424825,502210,2,9,Bot,,,,,,160517_214952,5.817718379091146,-138.3378735162573,-1.9924692453643795,3.318,27.421,-15.031,3.58,1.62,,,,95.4,2038,6.8,447457,435064,519048,596059,134181,593643,607387,435622,608577,54.5,,,,,,,,81,2,4-Seam Fastball,4,5,4,5,5,4,4,5,Strategic,Standard,174,0.077,0.06,,,,-0.06,,-1,-1,0.32,0.32,28,28,28,29,1,4,3,1,6,1,1.23,-0.36,-0.36,,,,,,
FF,2016-05-17,94.2,-1.85,5.91,"Tolleson, Shawn",501981,474521,,ball,,,,,11,Ball,R,R,R,ATH,TEX,B,,,0,0,2016,0.04,1.24,-1.412329211422431,3.3529869671479577,519390,424825,502210,2,9,Bot,,,,,,160517_214928,1.0250433013035154,-138.03512712711935,-3.1648307135240232,0.335,27.399,-16.057,3.64,1.64,,,,94.7,1826,6.5,447457,435064,519048,596059,134181,593643,607387,435622,608577,54.5,,,,,,,,81,1,4-Seam Fastball,4,5,4,5,5,4,4,5,Strategic,Standard,193,0.038,0.036,,,,-0.036,,-1,-1,0.282,0.282,28,28,28,29,1,4,3,1,6,1,1.34,-0.04,-0.04,,,,,,
FF,2016-05-15,95.5,1.94,5.3,"Cingrani, Tony",514917,571561,strikeout,called_strike,,,,,13,Cesar Hernandez called out on strikes.,R,R,L,PHI,CIN,S,2,,1,2,2016,0.42,1.44,-0.991366915950886,1.4990065101425167,502034,518953,546318,2,9,Bot,,,,,,160515_173159,-8.795714063842214,-139.34506967955488,-7.176295066595006,7.0,24.919,-12.403,3.34,1.54,,,,97.1,2343,7.1,447423,571466,458015,408252,553993,474443,594807,534627,457803,54.5,,0.0,0.0,1,0,0,,94,4,4-Seam Fastball,4,9,4,9,9,4,4,9,Standard,Standard,145,-0.013,-0.172,,,,0.172,,-5,-5,0.013,0.013,26,26,27,26,1,5,4,1,2,1,1.07,0.42,-0.42,,,,,,
FF,2016-05-15,94.4,1.89,5.33,"Cingrani, Tony",514917,571561,,foul,,,,,8,Foul,R,R,L,PHI,CIN,S,,,1,1,2016,0.31,1.55,-0.1098609664200305,2.0000359139535977,502034,518953,546318,2,9,Bot,,,,,,160515_173133,-5.9989449148506395,-138.07071814472468,-6.008008306688898,5.045,26.54,-11.653,3.34,1.54,,,,95.2,2495,6.8,447423,571466,458015,408252,553993,474443,594807,534627,457803,54.5,,,,,,,,94,3,4-Seam Fastball,4,9,4,9,9,4,4,9,Standard,Standard,147,-0.002,-0.058,,,,0.058,,-5,-5,0.015,0.015,26,26,27,26,1,5,4,1,2,1,1.02,0.31,-0.31,,,,,,
FF,2016-05-15,94.8,2.0,5.35,"Cingrani, Tony",514917,571561,,ball,,,,,14,Ball,R,R,L,PHI,CIN,B,,,0,1,2016,0.26,1.6,0.8042115383724512,0.917689799416542,502034,518953,546318,2,9,Bot,,,,,,160515_173116,-3.799558504709826,-138.62372008065574,-9.01815504016572,4.13,31.022,-10.216,3.34,1.54,,,,94.8,2362,6.6,447423,571466,458015,408252,553993,474443,594807,534627,457803,54.5,,,,,,,,94,2,4-Seam Fastball,4,9,4,9,9,4,4,9,Standard,Standard,152,0.001,0.026,,,,-0.026,,-5,-5,0.014,0.014,26,26,27,26,1,5,4,1,2,1,0.98,0.26,-0.26,,,,,,
FF,2016-05-15,94.2,2.01,5.41,"Cingrani, Tony",514917,571561,,called_strike,,,,,5,Called Strike,R,R,L,PHI,CIN,S,,,0,0,2016,0.28,1.51,0.0644442481624775,2.200029724219506,502034,518953,546318,2,9,Bot,,,,,,160515_173058,-5.786864008611153,-137.91424396703917,-5.466897683859772,4.759,31.487,-12.369,3.34,1.54,,,,94.5,2398,6.8,447423,571466,458015,408252,553993,474443,594807,534627,457803,54.5,,,,,,,,94,1,4-Seam Fastball,4,9,4,9,9,4,4,9,Standard,Standard,153,-0.001,-0.038,,,,0.038,,-5,-5,0.015,0.015,26,26,27,26,1,5,4,1,2,1,1.11,0.28,-0.28,,,,,,
