pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2019-04-14,98.8,2.75,5.18,"Vázquez, Felipe",543685,553878,field_out,hit_into_play,,,,,5,Anthony Rendon flies out to center fielder Starling Marte.,R,R,L,WSH,PIT,X,8,fly_ball,2,2,2019,0.75,1.06,-0.1581177623125924,2.717632239958502,645302,572191,594809,2,9,Bot,138.22,96.03,,,,,-9.51206789082122,-143.463441277519,-3.6596704617611,12.293924203141,30.7047070939615,-17.1810056790814,3.411,1.565,248,85.2,47,97.9,2550,5.7,565902,465041,605137,624428,592567,570481,641829,516782,622569,54.76,0.007,0.006,0.0,1,0,0,3,75,6,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,145,-0.27,-0.222,,,0.007,0.222,88.0,-1,-1,0.27,0.27,27,29,28,29,2,4,2,1,3,2,1.32,0.75,-0.75,,,,,,
FF,2019-04-14,99.9,2.63,5.23,"Vázquez, Felipe",543685,553878,,foul,,,,,9,Foul,R,R,L,WSH,PIT,S,,,2,2,2019,1.01,1.01,0.4840093699104956,2.099582910601183,645302,572191,594809,2,9,Bot,,,,,,,-8.12095921967161,-145.099797788886,-5.52043755536516,15.7623055413659,31.4764112525888,-17.1824520731303,3.411,1.565,214,77.1,41,99.0,2638,5.7,565902,465041,605137,624428,592567,570481,641829,516782,622569,54.77,,,,,,,,75,5,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,135,0.0,0.0,,,,0.0,88.0,-1,-1,0.27,0.27,27,29,28,29,2,4,2,1,3,2,1.32,1.01,-1.01,,,,,,
FF,2019-04-14,97.8,2.68,5.15,"Vázquez, Felipe",543685,553878,,swinging_strike,,,,,3,Swinging Strike,R,R,L,WSH,PIT,S,,,2,1,2019,0.78,1.16,0.5497847461886801,3.428813115755026,645302,572191,594809,2,9,Bot,,,,,,,-7.41223870214066,-142.257755211598,-1.78453401470143,11.9980766040048,29.4226408037545,-16.5830611366932,3.411,1.565,,,,97.1,2516,5.7,565902,465041,605137,624428,592567,570481,641829,516782,622569,54.79,,,,,,,,75,4,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,146,-0.05,-0.067,,,,0.067,,-1,-1,0.32,0.32,27,29,28,29,2,4,2,1,3,2,1.27,0.78,-0.78,,,,,,
FF,2019-04-14,98.9,2.7,5.22,"Vázquez, Felipe",543685,553878,,ball,,,,,12,Ball,R,R,L,WSH,PIT,B,,,1,1,2019,0.73,1.04,0.566088032690588,4.34002990833786,645302,572191,594809,2,9,Bot,,,,,,,-7.38305773380747,-143.772326783404,0.626162236337409,11.4822179182738,30.679069932694,-18.3334773561638,3.0193929793941408,1.409144944834214,,,,98.1,2572,5.7,565902,465041,605137,624428,592567,570481,641829,516782,622569,54.77,,,,,,,,75,3,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,145,0.044,0.059,,,,-0.059,,-1,-1,0.276,0.276,27,29,28,29,2,4,2,1,3,2,1.33,0.73,-0.73,,,,,,
SL,2019-04-14,87.5,2.7,5.27,"Vázquez, Felipe",543685,553878,,ball,,,,,12,Ball,R,R,L,WSH,PIT,B,,,0,1,2019,-0.91,0.78,0.6820777790526356,3.501993592139563,645302,572191,594809,2,9,Bot,,,,,,,-3.02543314270704,-127.355299245858,0.252378300085971,-8.99063911102757,23.2148715335729,-24.2720112358799,3.001309024526293,1.419865761984198,,,,86.2,,5.2,565902,465041,605137,624428,592567,570481,641829,516782,622569,55.31,,,,,,,,75,2,Slider,3,4,3,4,4,3,3,4,Standard,Standard,229,0.012,0.016,,,,-0.016,,-1,-1,0.264,0.264,27,29,28,29,2,4,2,1,3,2,2.3,-0.91,0.91,,,,,,
FF,2019-04-14,98.7,2.62,5.23,"Vázquez, Felipe",543685,553878,,foul,,,,,6,Foul,R,R,L,WSH,PIT,S,,,0,0,2019,1.13,0.94,0.5373831002827596,2.439285125998232,645302,572191,594809,2,9,Bot,,,,,,,-8.114985696312,-143.50628117084,-4.30954302250288,16.9795660156918,27.9552674361453,-18.7120586806229,3.411,1.565,,,,98.2,2599,5.7,565902,465041,605137,624428,592567,570481,641829,516782,622569,54.82,,,,,,,,75,1,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,130,-0.018,-0.053,,,,0.053,,-1,-1,0.282,0.282,27,29,28,29,2,4,2,1,3,2,1.43,1.13,-1.13,,,,,,
FF,2019-04-10,94.8,1.27,6.14,"Elías, Roenis",609275,606273,field_out,hit_into_play,,,,,1,Adalberto Mondesi pops out to shortstop Tim Beckham.,R,R,L,KC,SEA,X,6,popup,1,2,2019,0.54,1.5,-0.3920598557398432,3.41488945906078,605253,593160,571740,2,9,Bot,113.71,119.87,,,,,-5.39728635168785,-137.730408941261,-4.61336727979521,7.77930115263853,28.7628815489047,-12.9708437601771,3.411,1.565,193,96.8,61,93.3,2571,5.4,565709,553882,429665,543829,592387,542921,570267,605480,571745,55.13,0.013,0.018,0.0,1,0,0,3,81,4,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Standard,160,-0.253,-0.159,,,0.028,0.159,96.8,-1,-1,0.253,0.253,30,23,31,24,1,4,2,1,5,1,1.13,0.54,-0.54,,,,,,
CH,2019-04-10,85.7,1.76,5.83,"Elías, Roenis",609275,606273,,foul,,,,,5,Foul,R,R,L,KC,SEA,S,,,1,1,2019,1.22,0.6,-0.2717849775190712,2.619733519939062,605253,593160,571740,2,9,Bot,,,,,,,-7.12511123025724,-124.679750291556,-2.56267588093392,13.7889299500909,21.0676525795115,-25.7802842106095,3.411,1.565,192,77.0,66,85.5,2101,5.8,565709,553882,429665,543829,592387,542921,570267,605480,571745,54.69,,,,,,,,81,3,Changeup,5,6,5,6,6,5,5,6,Standard,Standard,116,-0.023,-0.07,,,,0.07,88.0,-1,-1,0.276,0.276,30,23,31,24,1,4,2,1,5,1,2.53,1.22,-1.22,,,,,,
CH,2019-04-10,87.2,1.57,5.86,"Elías, Roenis",609275,606273,,called_strike,,,,,8,Called Strike,R,R,L,KC,SEA,S,,,1,0,2019,1.28,0.62,0.1771786239817241,1.7292659247219675,605253,593160,571740,2,9,Bot,,,,,,,-5.76510225344479,-126.640702356197,-4.90553119428381,14.477506514295,24.9486014616445,-25.0232977884281,3.4283271684230243,1.5334806871430473,,,,85.8,2140,5.4,565709,553882,429665,543829,592387,542921,570267,605480,571745,55.1,,,,,,,,81,2,Changeup,5,6,5,6,6,5,5,6,Standard,Standard,116,-0.044,-0.077,,,,0.077,,-1,-1,0.32,0.32,30,23,31,24,1,4,2,1,5,1,2.49,1.28,-1.28,,,,,,
CH,2019-04-10,87.3,1.64,5.86,"Elías, Roenis",609275,606273,,ball,,,,,14,Ball,R,R,L,KC,SEA,B,,,0,0,2019,1.45,0.72,1.027732204631275,1.3682874539850058,605253,593160,571740,2,9,Bot,,,,,,,-4.23302932860331,-126.749950781405,-5.9231755176098,15.868931640777,26.2574555981051,-23.7191830297114,3.4170462633192926,1.553663709952616,,,,85.4,2289,5.2,565709,553882,429665,543829,592387,542921,570267,605480,571745,55.28,,,,,,,,81,1,Changeup,5,6,5,6,6,5,5,6,Standard,Standard,117,0.038,0.04,,,,-0.04,,-1,-1,0.282,0.282,30,23,31,24,1,4,2,1,5,1,2.41,1.45,-1.45,,,,,,
