pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2024-04-19,94.5,-2.59,5.63,"Payamps, Joel",680977,606303,,ball,,,,,11,Ball,R,L,R,STL,MIL,B,,,1,0,2024,-1.53,0.82,-2.105127954949833,3.158726999141143,691026,672279,671056,2,9,Bot,,,,,,,4.690566081240642,-137.46009585452538,-2.519751108171855,-20.388641982774967,33.82510915044579,-21.49540564109079,3.31368928709523,1.58446049431679,,,,94.1,2309,6.3,745189,661388,656555,668930,687401,642715,686894,663368,694192,54.16,,,,,,,,72,2,Sinker,0,1,0,1,1,0,0,1,Strategic,Standard,219,0.077,0.088,,,,-0.088,,-1,-1,0.32,0.32,30,27,30,27,1,4,2,2,2,1,1.76,1.53,-1.53,28.5,,,,,
FF,2024-04-19,94.1,-2.52,5.71,"Payamps, Joel",680977,606303,,ball,,,,,11,Ball,R,L,R,STL,MIL,B,,,0,0,2024,-1.13,1.2,-2.122861433110467,3.9416959112687384,691026,672279,671056,2,9,Bot,,,,,,,3.5286077816349923,-136.97800476769763,-1.493336963946104,-14.936830391083143,32.44237447052769,-17.022995017559264,3.30309690831948,1.67269499419085,,,,93.6,2432,6.1,745189,661388,656555,668930,687401,642715,686894,663368,694192,54.38,,,,,,,,72,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,218,0.038,0.031,,,,-0.031,,-1,-1,0.282,0.282,30,27,30,27,1,4,2,2,2,1,1.39,1.13,-1.13,30.2,,,,,
FF,2024-04-15,99.4,-1.15,6.25,"Suarez, Robert",686217,663158,field_out,hit_into_play,,,,,5,Sal Frelick flies out to left fielder Jurickson Profar.,R,L,R,MIL,SD,X,7,fly_ball,2,2,2024,-0.83,1.57,-0.1293944162205619,2.4034362390311172,686554,694192,661388,2,9,Bot,68.55,87.49,,,,,4.760605376030071,-144.37472174936033,-8.803744990705376,-12.69562477714648,37.07387788351469,-8.330511981469671,2.91,1.35,311,91.7,42,99.6,2509,6.7,746002,669134,664954,593428,666703,673490,595777,701538,665487,53.76,0.011,0.014,0.0,1,0,0,3,83,5,4-Seam Fastball,3,7,3,7,7,3,3,7,Standard,Standard,212,-0.045,-0.265,66.0,6.8,0.024,0.265,91.7,-4,-4,0.045,0.045,33,24,33,24,1,4,1,1,6,1,0.77,0.83,-0.83,43.6,4.984136035415919,8.555619579532191,29.717787290383303,36.54171168425213,25.904320221540587
FF,2024-04-15,99.6,-1.39,6.31,"Suarez, Robert",686217,663158,,ball,,,,,11,Ball,R,L,R,MIL,SD,B,,,1,2,2024,-0.55,1.64,-0.726611420507693,4.939280378319644,686554,694192,661388,2,9,Bot,,,,,,,3.157454771302014,-144.97654929295604,-2.18414796397825,-8.577976899547059,37.01572945980666,-8.942630489272487,3.00865480341649,1.41223178145451,,,,99.8,2459,6.6,746002,669134,664954,593428,666703,673490,595777,701538,665487,53.9,,,,,,,,83,4,4-Seam Fastball,3,7,3,7,7,3,3,7,Strategic,Standard,203,0.005,0.052,,,,-0.052,,-4,-4,0.04,0.04,33,24,33,24,1,4,1,1,6,1,0.68,0.55,-0.55,43.3,,,,,
FF,2024-04-15,98.8,-1.11,6.25,"Suarez, Robert",686217,663158,,foul,,,,,2,Foul,R,L,R,MIL,SD,S,,,1,1,2024,-0.63,1.67,0.2025317937140814,2.449602332408265,686554,694192,661388,2,9,Bot,,,,,,,5.0707705983215146,-143.5751808397776,-8.826204767873968,-9.882038235369196,35.615574782915616,-7.230705745465581,2.91,1.35,175,81.9,15,99.3,2536,6.8,746002,669134,664954,593428,666703,673490,595777,701538,665487,53.67,,,,,,,,83,3,4-Seam Fastball,3,7,3,7,7,3,3,7,Strategic,Standard,208,-0.006,-0.05,71.4,7.4,,0.05,88.0,-4,-4,0.046,0.046,33,24,33,24,1,4,1,1,6,1,0.69,0.63,-0.63,45.8,14.70387945160742,-13.788235653194976,29.161390845172352,33.646039112793616,30.324483354227727
FF,2024-04-15,98.9,-1.24,6.27,"Suarez, Robert",686217,663158,,ball,,,,,11,Ball,R,L,R,MIL,SD,B,,,0,1,2024,-0.65,1.39,-0.4374887507993055,3.911321634346303,686554,694192,661388,2,9,Bot,,,,,,,3.735121046952523,-143.81309239746486,-4.204618907427783,-9.96709473332503,37.252529480496605,-12.191183554615495,3.08489490555655,1.4546713921138,,,,99.0,2410,6.6,746002,669134,664954,593428,666703,673490,595777,701538,665487,53.86,,,,,,,,83,2,4-Seam Fastball,3,7,3,7,7,3,3,7,Standard,Standard,205,0.003,0.031,,,,-0.031,,-4,-4,0.043,0.043,33,24,33,24,1,4,1,1,6,1,0.97,0.65,-0.65,46.5,,,,,
SI,2024-04-15,98.8,-1.24,6.12,"Suarez, Robert",686217,663158,,foul,,,,,2,Foul,R,L,R,MIL,SD,S,,,0,0,2024,-1.34,1.34,-0.1110651020042097,2.643960251774426,686554,694192,661388,2,9,Bot,,,,,,,6.266046144994013,-143.62077088440483,-7.162844727590113,-20.06252671029006,36.159545100881935,-12.159888739208892,2.91,1.35,187,77.5,67,99.2,2530,6.7,746002,669134,664954,593428,666703,673490,595777,701538,665487,53.75,,,,,,,,83,1,Sinker,3,7,3,7,7,3,3,7,Standard,Standard,206,-0.005,-0.044,62.6,7.1,,0.044,88.0,-4,-4,0.048,0.048,33,24,33,24,1,4,1,1,6,1,1.02,1.34,-1.34,42.8,6.289384097196752,-9.289363809519644,28.445599008220164,37.345398996977075,31.2334318627534
SL,2024-04-10,88.0,-2.13,6.44,"Ginkel, Kevin",666134,656464,field_out,hit_into_play,,,,,14,Nolan Jones flies out to center fielder Corbin Carroll.,R,L,R,COL,AZ,X,8,fly_ball,0,2,2024,0.14,-0.02,0.2791225077296735,1.2654341942939935,678662,641857,595909,2,9,Bot,138.02,70.59,,,,,5.619712325112417,-128.03345134178906,-6.509193264934546,0.4586335023115093,24.303796189148787,-31.344703831203255,3.75,1.74,320,86.8,27,89.2,2468,6.9,746573,571466,572233,606466,553993,607054,666971,682998,664983,53.63,0.05,0.048,0.0,1,0,0,3,83,3,Slider,3,5,3,5,5,3,3,5,Standard,Standard,93,-0.144,-0.189,67.5,7.5,0.083,0.189,88.0,-2,-2,0.144,0.144,30,26,30,26,1,4,1,1,3,2,2.95,-0.14,0.14,39.7,11.03010898338428,-6.658805927709895,45.70883101900978,33.253641669578656,35.35151378280467
FF,2024-04-10,96.5,-2.17,6.39,"Ginkel, Kevin",666134,656464,,swinging_strike,,,,,3,Swinging Strike,R,L,R,COL,AZ,S,,,0,1,2024,-0.56,1.11,0.5560244460464424,3.2649841641845927,678662,641857,595909,2,9,Bot,,,,,,,8.590618233822411,-140.2955790315123,-5.321473701639007,-9.327706265893658,32.20451818392935,-16.41446965757702,3.75,1.74,,,,97.3,2443,6.8,746573,571466,572233,606466,553993,607054,666971,682998,664983,53.66,,,,,,,,83,2,4-Seam Fastball,3,5,3,5,5,3,3,5,Standard,Standard,223,-0.02,-0.042,,,,0.042,,-2,-2,0.164,0.164,30,26,30,26,1,4,1,1,3,2,1.34,0.56,-0.56,37.0,,,,,
FF,2024-04-10,95.8,-2.18,6.42,"Ginkel, Kevin",666134,656464,,foul,,,,,5,Foul,R,L,R,COL,AZ,S,,,0,0,2024,-0.46,1.12,-0.0074658956009882,2.622470696610888,678662,641857,595909,2,9,Bot,,,,,,,6.823837258521296,-139.20623572851517,-6.990368647474758,-7.457912898946319,31.14046388862019,-16.18644782679141,3.75,1.74,102,76.7,13,96.6,2419,6.8,746573,571466,572233,606466,553993,607054,666971,682998,664983,53.68,,,,,,,,83,1,4-Seam Fastball,3,5,3,5,5,3,3,5,Standard,Standard,224,-0.016,-0.044,68.0,5.7,,0.044,88.0,-2,-2,0.18,0.18,30,26,30,26,1,4,1,1,3,2,1.37,0.46,-0.46,37.3,-11.6962974840494,24.179740669579637,40.93045365817817,35.057331703890085,16.828273297447325
FF,2024-04-10,94.5,2.28,5.37,"Scott, Tanner",592450,656945,field_out,hit_into_play,,,,,4,Aaron Judge flies out to center fielder Jazz Chisholm Jr.,R,R,L,NYY,MIA,X,8,fly_ball,1,0,2024,0.12,1.39,-0.6096519658680645,2.5685967447629423,542932,683011,665742,2,9,Bot,122.87,82.63,,,,,-7.8369707020525805,-137.41372749033658,-4.714514478906041,3.272813986515325,30.074577666182055,-13.74359887350064,4.0,1.84,288,88.2,41,95.0,2567,6.6,745763,663743,656896,650333,669394,641313,624503,665862,660821,53.91,0.005,0.006,0.0,1,0,0,3,76,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,158,-0.107,-0.306,78.3,8.6,0.01,0.306,88.2,-3,-3,0.107,0.107,29,32,30,32,1,4,4,1,3,3,1.17,0.12,-0.12,42.6,12.820927751585184,-4.908289503445085,47.36606155246642,37.85161392168841,27.058480487911524
FF,2024-04-10,95.0,2.41,5.44,"Scott, Tanner",592450,656945,,ball,,,,,3,Ball,R,R,L,NYY,MIA,B,,,0,0,2024,0.24,1.51,0.6584098281852621,3.782501322282134,542932,683011,665742,2,9,Bot,,,,,,,-5.174231460347858,-138.24306859354823,-2.05633320477832,4.33608555064782,32.470480777970785,-12.564112469642112,4.10830543379941,1.97490010589855,,,,95.5,2512,6.7,745763,663743,656896,650333,669394,641313,624503,665862,660821,53.83,,,,,,,,76,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,153,0.008,0.031,,,,-0.031,,-3,-3,0.099,0.099,29,32,30,32,1,4,4,1,3,3,1.02,0.24,-0.24,39.0,,,,,
SL,2024-04-10,89.1,-2.76,4.89,"Muñoz, Andrés",676391,662253,field_out,hit_into_play,,,,,14,Ernie Clement pops out to second baseman Jorge Polanco.,R,R,R,TOR,SEA,X,4,popup,0,2,2024,0.52,-0.04,0.9697425633689084,1.6513353149718202,676914,624415,643396,2,9,Bot,150.23,121.1,,,,,8.099450886244902,-129.44125267158188,-1.748225675768503,3.948617408325561,30.08958339862226,-32.46892699789739,3.29,1.51,205,65.0,35,89.2,2178,6.7,744950,663728,664034,593871,664238,641487,686527,677594,571745,53.81,0.737,0.687,0.0,1,0,0,4,68,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard,125,-0.107,-0.189,64.0,7.3,0.82,0.189,88.0,0,0,0.607,0.607,25,28,25,28,1,3,4,1,2,2,2.95,-0.52,-0.52,28.2,20.677640303282132,-5.185016362749169,34.4162869234664,45.13071293973819,39.39638501426329
SL,2024-04-10,90.1,-2.57,5.0,"Muñoz, Andrés",676391,662253,,swinging_strike,,,,,14,Swinging Strike,R,R,R,TOR,SEA,S,,,0,1,2024,0.35,0.19,1.8175601088109588,1.9012028685814792,676914,624415,643396,2,9,Bot,,,,,,,10.225360334078465,-130.80628020393524,-2.0481804033240665,1.571038187405334,30.38821298275585,-29.783103565154196,3.29,1.51,,,,90.3,2220,6.8,744950,663728,664034,593871,664238,641487,686527,677594,571745,53.75,,,,,,,,68,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,102,-0.033,-0.042,65.5,7.9,,0.042,,0,0,0.64,0.64,25,28,25,28,1,3,4,1,2,2,2.66,-0.35,-0.35,27.8,28.67632885499812,-21.543988357545913,29.572397241155215,55.92104018008105,45.195049311198815
SI,2024-04-10,98.5,-2.99,4.84,"Muñoz, Andrés",676391,662253,,called_strike,,,,,8,Called Strike,R,R,R,TOR,SEA,S,,,0,0,2024,-1.52,0.19,0.2251609470429523,1.95807828099111,676914,624415,643396,2,9,Bot,,,,,,,12.355785829752335,-142.81027276969246,-2.737416243315277,-23.771476144677536,35.205797870259715,-29.151796330002863,3.43127682361912,1.56793533338917,,,,98.8,1863,6.8,744950,663728,664034,593871,664238,641487,686527,677594,571745,53.67,,,,,,,,68,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,250,-0.025,-0.044,,,,0.044,,0,0,0.665,0.665,25,28,25,28,1,3,4,1,2,2,2.19,1.52,1.52,19.2,,,,,
FF,2024-04-03,89.8,1.26,6.72,"Smith, Will",543510,519293,single,hit_into_play,,,,,8,James McCann singles on a sharp line drive to left fielder Garrett Hampson. Ryan Mountcastle scores. Cedric Mullins scores. Austin Hays to 2nd.,R,R,L,BAL,KC,X,7,line_drive,2,0,2024,0.94,1.43,0.2068808624916397,1.7639116859270425,663624,656775,669720,2,9,Bot,66.24,105.73,,,,,-4.5770040396681795,-130.36922277781497,-9.227961980652866,11.646225964039388,28.569405784686086,-14.116693805594013,3.38,1.51,170,110.5,9,89.2,2161,6.2,747059,666023,521692,624428,672580,677951,641658,664728,592669,54.33,0.834,0.828,0.9,1,1,0,5,73,3,4-Seam Fastball,2,3,2,3,3,4,4,3,Standard,Standard,147,0.603,0.403,,,1.073,-0.403,110.5,-1,-1,0.397,0.397,34,34,35,34,1,3,1,3,2,3,1.42,0.94,-0.94,47.2,,,,,
FF,2024-04-03,90.4,1.28,6.78,"Smith, Will",543510,519293,,ball,,,,,12,Ball,R,R,L,BAL,KC,B,,,1,0,2024,0.9,1.74,1.3947984923299273,2.823457510790023,663624,656775,669720,2,9,Bot,,,,,,,-1.6396453301257852,-131.3491091941478,-7.488915002230988,10.721030584629515,31.26147345880431,-10.714370660223205,3.40550026053128,1.60565944188551,,,,89.6,2206,6.1,747059,666023,521692,624428,672580,677951,641658,664728,592669,54.37,,,,,,,,73,2,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,150,0.077,0.088,,,,-0.088,,-1,-1,0.32,0.32,34,34,35,34,1,3,1,3,2,3,1.09,0.9,-0.9,47.6,,,,,
SL,2024-04-03,80.2,1.43,6.59,"Smith, Will",543510,519293,,ball,,,,,13,Ball,R,R,L,BAL,KC,B,,,0,0,2024,-0.4,0.53,-1.779788072135713,1.078629335560144,663624,656775,669720,2,9,Bot,,,,,,,-6.29776591998528,-116.5101704368528,-6.428626402118911,-2.430476321117945,21.965149047825843,-26.29841700937741,3.53064058517482,1.63159706413286,,,,79.7,2446,6.0,747059,666023,521692,624428,672580,677951,641658,664728,592669,54.48,,,,,,,,73,1,Slider,2,3,2,3,3,2,2,3,Standard,Standard,335,0.038,0.031,,,,-0.031,,-1,-1,0.282,0.282,34,34,35,34,1,3,1,3,2,3,3.02,-0.4,0.4,49.3,,,,,
,2024-03-23,,,,"Greene, Shane",669471,572888,strikeout,swinging_strike,,,,,,Devin Mann strikes out swinging.,S,R,R,KC,TEX,S,2,,0,2,2024,,,,,679845,682515,670231,2,9,Bot,,,,,,,,,,,,,,,,,,,,,747831,595284,679822,681068,680890,695508,701648,656537,687957,,,,0.0,,0,0,,72,3,,1,1,1,1,1,1,1,1,,,,0.032,-0.188,,,,0.188,,0,0,0.607,0.607,35,27,36,27,1,1,,,,,,,,,,,,,
,2024-03-23,,,,"Greene, Shane",669471,572888,,swinging_strike,,,,,,Swinging Strike,S,R,R,KC,TEX,S,,,0,1,2024,,,,,679845,682515,670231,2,9,Bot,,,,,,,,,,,,,,,,,,,,,747831,595284,679822,681068,680890,695508,701648,656537,687957,,,,,,,,,72,2,,1,1,1,1,1,1,1,1,,,,-0.033,-0.042,,,,0.042,,0,0,0.64,0.64,35,27,36,27,1,1,,,,,,,,,,,,,
,2024-03-23,,,,"Greene, Shane",669471,572888,,foul,,,,,,Foul,S,R,R,KC,TEX,S,,,0,0,2024,,,,,679845,682515,670231,2,9,Bot,,,,,,,,,,,,,,,,,,,,,747831,595284,679822,681068,680890,695508,701648,656537,687957,,,,,,,,,72,1,,1,1,1,1,1,1,1,1,,,,-0.025,-0.044,,,,0.044,,0,0,0.665,0.665,35,27,36,27,1,1,,,,,,,,,,,,,
,2024-03-23,,,,"Church, Marc",670231,687847,walk,ball,,,,,,John Rave walks.   Nate Eaton scores.    Nick Loftin to 3rd.    Logan Porter to 2nd.,S,L,R,KC,TEX,B,,,3,0,2024,,,,,681987,679845,682515,2,9,Bot,,,,,,,,,,,,,,,,,,,,,747831,595284,679822,681068,680890,695508,701648,656537,687957,,,,0.7,,0,0,,71,4,,0,1,0,1,1,1,1,1,,,,0.153,0.117,,,,-0.117,,-1,-1,0.512,0.512,23,26,23,27,1,1,,,,,,,,,,,,,
,2024-03-23,,,,"Church, Marc",670231,687847,,ball,,,,,,Ball,S,L,R,KC,TEX,B,,,2,0,2024,,,,,681987,679845,682515,2,9,Bot,,,,,,,,,,,,,,,,,,,,,747831,595284,679822,681068,680890,695508,701648,656537,687957,,,,,,,,,71,3,,0,1,0,1,1,0,0,1,,,,0.115,0.108,,,,-0.108,,-1,-1,0.397,0.397,23,26,23,27,1,1,,,,,,,,,,,,,
,2024-03-23,,,,"Church, Marc",670231,687847,,ball,,,,,,Ball,S,L,R,KC,TEX,B,,,1,0,2024,,,,,681987,679845,682515,2,9,Bot,,,,,,,,,,,,,,,,,,,,,747831,595284,679822,681068,680890,695508,701648,656537,687957,,,,,,,,,71,2,,0,1,0,1,1,0,0,1,,,,0.077,0.088,,,,-0.088,,-1,-1,0.32,0.32,23,26,23,27,1,1,,,,,,,,,,,,,
