pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2023-04-19,86.2,-0.03,7.14,"Fairbanks, Pete",571912,664126,,swinging_strike,,,,,2,Swinging Strike,R,R,R,CIN,TB,S,,,0,1,2023,0.15,-0.73,-0.2300083101348335,3.163230400783866,663886,656413,676480,2,9,Bot,,,,,,,-0.7882694366349801,-125.6002651695661,-1.7316386379575734,1.7465252357097507,25.761416333075875,-39.77770563979369,3.17,1.47,,,,86.1,2545,6.2,718515,542194,650490,664040,670623,670764,670042,622534,666139,54.34,,,,,,,,78,2,Slider,0,8,0,8,8,0,0,8,Standard,Standard,51,0.0,-0.057,,,,0.057,,-8,-8,0.001,0.001,29,32,30,32,1,3,7,3,3,4,3.79,-0.15,-0.15,58.8,,,,,
FF,2023-04-19,97.5,-0.53,6.86,"Fairbanks, Pete",571912,664126,,called_strike,,,,,1,Called Strike,R,R,R,CIN,TB,S,,,0,0,2023,-0.06,1.41,-0.6165983126601272,2.7828565698322976,663886,656413,676480,2,9,Bot,,,,,,,-0.0900646533238309,-141.7428754393262,-8.702112082917278,-0.7794975197849197,32.604160698169764,-11.328127444223782,3.19549496304202,1.53096054747413,,,,97.7,2308,6.5,718515,542194,650490,664040,670623,670764,670042,622534,666139,54.04,,,,,,,,78,1,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,195,0.0,-0.047,,,,0.047,,-8,-8,0.001,0.001,29,32,30,32,1,3,7,3,3,4,0.99,0.06,0.06,49.6,,,,,
FF,2023-04-19,93.2,-1.05,5.31,"Bush, Matt",676609,456713,field_out,hit_into_play,,,,,1,Jose Caballero pops out to third baseman Brian Anderson.,R,R,R,SEA,MIL,X,5,popup,1,0,2023,-0.39,1.74,-0.3477757651247214,3.0124222669292613,553993,606192,672284,2,9,Bot,108.92,174.39,,,,,2.691518053477344,-135.58855486976867,-3.931205329301727,-5.473026546044036,32.12008126768772,-10.142388478944316,3.285,1.487,89,90.1,71,93.3,2373,6.5,718502,661388,572228,668930,605119,642715,592885,663368,680911,53.96,0.001,0.0,0.0,1,0,0,3,71,2,4-Seam Fastball,3,5,3,5,5,3,3,5,Standard,Standard,205,-0.19,-0.302,,,0.001,0.302,90.1,-2,-2,0.19,0.19,37,26,37,27,1,3,1,1,4,2,0.9,0.39,0.39,51.7,,,,,
FF,2023-04-19,93.5,-0.87,5.44,"Bush, Matt",676609,456713,,ball,,,,,11,Ball,R,R,R,SEA,MIL,B,,,0,0,2023,-0.22,1.71,-0.265127835368654,4.585714453906211,553993,606192,672284,2,9,Bot,,,,,,,2.051776506803189,-136.092866933937,-0.1745212308745089,-3.2570912545814252,32.960881869568404,-11.33584437029897,3.0852990612011,1.4081000732811,,,,93.4,2251,6.5,718502,661388,572228,668930,605119,642715,592885,663368,680911,54.04,,,,,,,,71,1,4-Seam Fastball,3,5,3,5,5,3,3,5,Standard,Standard,200,0.01,0.035,,,,-0.035,,-2,-2,0.18,0.18,37,26,37,27,1,3,1,1,4,2,0.92,0.22,0.22,59.5,,,,,
FF,2023-04-16,93.7,-1.87,5.5,"Williams, Devin",663757,642207,strikeout,called_strike,,,,,2,Trent Grisham called out on strikes.,R,L,R,SD,MIL,S,2,,3,2,2023,-1.09,1.21,-0.2111113391779333,3.1758266971163813,665742,673490,543592,2,9,Bot,,,,,,,6.864102997409694,-136.26844653123803,-2.926054782725164,-15.179316836719046,33.563014963217974,-16.787038917335448,3.45844291462569,1.71169323132733,,,,95.1,2179,7.4,718549,661388,642133,668930,670712,642715,592885,669003,686894,53.07,,0.0,0.0,1,0,0,,69,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,216,-0.339,-0.279,,,,0.279,,-1,-1,0.339,0.339,28,26,29,27,1,3,3,1,2,2,1.42,1.09,-1.09,37.5,,,,,
FF,2023-04-16,94.7,-1.87,5.5,"Williams, Devin",663757,642207,,foul,,,,,1,Foul,R,L,R,SD,MIL,S,,,3,1,2023,-1.13,1.41,-0.3131037567458112,3.0085943717141226,665742,673490,543592,2,9,Bot,,,,,,,6.764130772361943,-137.6088400814173,-4.009015762177465,-15.921597288269904,32.6527757346044,-13.600580677426578,3.48,1.71,225,87.5,61,96.5,2265,7.5,718549,661388,642133,668930,670712,642715,592885,669003,686894,52.96,,,,,,,,69,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,217,-0.096,-0.105,,,,0.105,88.0,-1,-1,0.435,0.435,28,26,29,27,1,3,3,1,2,2,1.15,1.13,-1.13,36.5,,,,,
CH,2023-04-16,85.8,-2.01,5.29,"Williams, Devin",663757,642207,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,SD,MIL,B,,,2,1,2023,-1.86,-0.01,0.3209467744474454,0.6024249668531927,665742,673490,543592,2,9,Bot,,,,,,,9.460001052567868,-124.4103855136518,-4.771723995783422,-21.31510047313452,27.59763883157136,-31.356468503135755,3.57207992888989,1.71169323132733,,,,86.9,2614,7.4,718549,661388,642133,668930,670712,642715,592885,669003,686894,53.09,,,,,,,,69,4,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,264,0.115,0.087,,,,-0.087,,-1,-1,0.32,0.32,28,26,29,27,1,3,3,1,2,2,3.15,1.86,-1.86,24.8,,,,,
FF,2023-04-16,94.4,-1.84,5.57,"Williams, Devin",663757,642207,,ball,,,,,12,Ball,R,L,R,SD,MIL,B,,,1,1,2023,-0.55,1.54,1.264008962282947,3.126204233747866,665742,673490,543592,2,9,Bot,,,,,,,9.488768917345796,-136.96001567892702,-4.05226826623267,-9.22705153380422,35.07781394520223,-12.189175305249773,3.59480882201759,1.71169323132733,,,,95.6,2296,7.5,718549,661388,642133,668930,670712,642715,592885,669003,686894,52.96,,,,,,,,69,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,209,0.044,0.047,,,,-0.047,,-1,-1,0.276,0.276,28,26,29,27,1,3,3,1,2,2,1.07,0.55,-0.55,33.4,,,,,
FF,2023-04-16,93.2,-1.98,5.52,"Williams, Devin",663757,642207,,swinging_strike,,,,,2,Swinging Strike,R,L,R,SD,MIL,S,,,1,0,2023,-1.04,1.43,0.1295002529301647,2.9903819621458902,665742,673490,543592,2,9,Bot,,,,,,,7.882220144059161,-135.27307324719604,-3.821763748835633,-14.606611911897987,35.08549721790818,-14.044627168363553,3.48,1.71,,,,94.3,2178,7.5,718549,661388,642133,668930,670712,642715,592885,669003,686894,53.0,,,,,,,,69,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,219,-0.044,-0.048,,,,0.048,,-1,-1,0.32,0.32,28,26,29,27,1,3,3,1,2,2,1.24,1.04,-1.04,34.4,,,,,
CH,2023-04-16,83.8,-2.1,5.34,"Williams, Devin",663757,642207,,blocked_ball,,,,,13,Ball In Dirt,R,L,R,SD,MIL,B,,,0,0,2023,-1.9,0.22,-0.3376135315902768,0.4868896770931199,665742,673490,543592,2,9,Bot,,,,,,,7.968034009643829,-121.7142568845484,-5.240844937291928,-20.429872309792856,25.91946682256099,-29.04533932378331,3.43571699158015,1.71169323132733,,,,84.8,2642,7.2,718549,661388,642133,668930,670712,642715,592885,669003,686894,53.28,,,,,,,,69,1,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,268,0.038,0.035,,,,-0.035,,-1,-1,0.282,0.282,28,26,29,27,1,3,3,1,2,2,3.06,1.9,-1.9,22.5,,,,,
SL,2023-04-12,87.9,-0.59,6.48,"Holmes, Clay",642708,605280,strikeout,swinging_strike,,,,,14,Amed Rosario strikes out swinging.,R,R,R,CLE,NYY,S,2,,2,2,2023,0.05,-0.53,1.0756604256951685,1.9278962373760695,664702,660757,680757,2,9,Bot,,,,,,,3.912748344546266,-128.09965065186032,-3.8802073829662223,-0.1953174221845813,24.110054913789757,-37.52479923262188,3.3,1.58,,,,87.9,2625,6.0,718604,543309,519203,650402,643396,683011,614173,543305,665828,54.49,,0.0,0.0,1,0,0,,72,5,Slider,3,4,3,4,4,3,3,4,Standard,Standard,60,-0.27,-0.221,,,,0.221,,-1,-1,0.27,0.27,30,27,30,28,1,4,3,2,2,2,3.45,-0.05,-0.05,48.2,,,,,
SL,2023-04-12,88.2,-0.72,6.45,"Holmes, Clay",642708,605280,,swinging_strike,,,,,9,Swinging Strike,R,R,R,CLE,NYY,S,,,2,1,2023,-0.02,-0.39,0.7866020411226239,1.9978004992265257,664702,660757,680757,2,9,Bot,,,,,,,3.7157783901651538,-128.56808463592182,-4.00236323909847,-0.9039964837569642,23.99620807524356,-35.995539646483486,3.3,1.58,,,,88.7,2564,6.3,718604,543309,519203,650402,643396,683011,614173,543305,665828,54.24,,,,,,,,72,4,Slider,3,4,3,4,4,3,3,4,Standard,Standard,62,-0.05,-0.076,,,,0.076,,-1,-1,0.32,0.32,30,27,30,28,1,4,3,2,2,2,3.29,0.02,0.02,48.5,,,,,
SI,2023-04-12,97.0,-0.85,6.42,"Holmes, Clay",642708,605280,,ball,,,,,12,Ball,R,R,R,CLE,NYY,B,,,1,1,2023,-1.04,0.45,0.5621075584792761,3.369767393502168,664702,660757,680757,2,9,Bot,,,,,,,6.137261075249874,-141.3126914076549,-3.7296483422669895,-15.316484706426095,28.26169402982689,-25.514622206766383,3.20969655345217,1.47997999491485,,,,97.4,2273,6.2,718604,543309,519203,650402,643396,683011,614173,543305,665828,54.32,,,,,,,,72,3,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,223,0.044,0.047,,,,-0.047,,-1,-1,0.276,0.276,30,27,30,28,1,4,3,2,2,2,1.94,1.04,1.04,43.9,,,,,
SL,2023-04-12,87.8,-0.78,6.47,"Holmes, Clay",642708,605280,,called_strike,,,,,6,Called Strike,R,R,R,CLE,NYY,S,,,1,0,2023,0.06,-0.31,0.6209184957149998,2.169894963229818,664702,660757,680757,2,9,Bot,,,,,,,3.2550475980646425,-127.94752620859146,-3.7718861652501614,0.130194265182033,21.72005789049804,-35.10904811886601,3.25750841812983,1.57842765423853,,,,88.2,2598,6.0,718604,543309,519203,650402,643396,683011,614173,543305,665828,54.45,,,,,,,,72,2,Slider,3,4,3,4,4,3,3,4,Standard,Standard,57,-0.044,-0.048,,,,0.048,,-1,-1,0.32,0.32,30,27,30,28,1,4,3,2,2,2,3.21,-0.06,-0.06,46.7,,,,,
SI,2023-04-12,97.6,-0.73,6.37,"Holmes, Clay",642708,605280,,ball,,,,,14,Ball,R,R,R,CLE,NYY,B,,,0,0,2023,-1.25,0.42,1.2222310688202564,2.066753929257099,664702,660757,680757,2,9,Bot,,,,,,,8.102519253764722,-141.87160183175894,-7.038187159981136,-18.67446626688355,30.868404077832675,-25.13761933255523,3.33248787805054,1.58218285659744,,,,97.7,2312,6.3,718604,543309,519203,650402,643396,683011,614173,543305,665828,54.2,,,,,,,,72,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,210,0.038,0.035,,,,-0.035,,-1,-1,0.282,0.282,30,27,30,28,1,4,3,2,2,2,1.97,1.25,1.25,49.1,,,,,
FC,2023-04-09,95.2,-2.21,6.19,"Jansen, Kenley",668731,445276,strikeout,foul_tip,,,,,12,Akil Baddoo strikes out on a foul tip.,R,L,R,DET,BOS,S,2,,0,2,2023,0.17,1.35,0.1285330972724997,3.615251571374723,679529,668952,570731,2,9,Bot,,,,,,,5.783249124764851,-138.44540869911518,-4.106708559645593,0.6981632974618395,33.966917993750386,-14.156592819321205,3.27,1.56,,,,95.0,2628,6.5,718654,657136,671213,624414,646240,571771,608701,606132,657077,54.05,,0.0,0.0,1,0,0,,76,3,Cutter,1,4,1,4,4,1,1,4,Standard,Standard,180,-0.076,-0.158,,,,0.158,,-3,-3,0.076,0.076,35,24,36,25,1,4,3,1,5,2,1.19,-0.17,0.17,47.3,,,,,
FC,2023-04-09,96.4,-2.12,6.21,"Jansen, Kenley",668731,445276,,called_strike,,,,,9,Called Strike,R,L,R,DET,BOS,S,,,0,1,2023,0.16,1.51,0.3995362597949572,1.8414550389290705,679529,668952,570731,2,9,Bot,,,,,,,6.3027588384489,-139.94881807655696,-9.423998500708755,0.6450815800458334,31.66317055652016,-10.334462544853071,3.15266009423983,1.57909321486418,,,,96.0,2642,6.2,718654,657136,671213,624414,646240,571771,608701,606132,657077,54.28,,,,,,,,76,2,Cutter,1,4,1,4,4,1,1,4,Standard,Standard,178,-0.013,-0.057,,,,0.057,,-3,-3,0.089,0.089,35,24,36,25,1,4,3,1,5,2,0.95,-0.16,0.16,47.3,,,,,
FC,2023-04-09,95.0,-2.03,6.13,"Jansen, Kenley",668731,445276,,foul_tip,,,,,2,Foul Tip,R,L,R,DET,BOS,S,,,0,0,2023,0.27,1.51,0.1865829924207188,3.226040316224692,679529,668952,570731,2,9,Bot,,,,,,,5.293839214447001,-138.2173389921897,-5.392393587240375,2.182007681519912,33.16739556361332,-11.870091919537137,3.27,1.56,,,,96.6,2642,7.4,718654,657136,671213,624414,646240,571771,608701,606132,657077,53.11,,,,,,,,76,1,Cutter,1,4,1,4,4,1,1,4,Standard,Standard,179,-0.01,-0.047,,,,0.047,,-3,-3,0.099,0.099,35,24,36,25,1,4,3,1,5,2,1.03,-0.27,0.27,48.9,,,,,
SL,2023-04-09,87.7,-2.76,5.66,"Romano, Jordan",592669,605447,double,hit_into_play,,,,,13,Hunter Renfroe doubles (2) on a sharp ground ball to left fielder Daulton Varsho.   Taylor Ward scores.    Shohei Ohtani scores.    Brett Phillips to 3rd.,R,R,R,LAA,TOR,X,7,ground_ball,0,1,2023,0.26,-0.2,-1.0042870189362696,2.560054497098574,621493,660271,621433,2,9,Bot,59.35,142.08,,,,,3.782005534006014,-127.74430227076938,-0.9537313003827628,2.0424206199381203,26.405943364567765,-34.37615067212137,3.45,1.68,121,100.5,6,89.4,2077,7.3,718644,672386,665489,624415,656305,666182,662139,595281,593160,53.23,0.618,0.591,1.25,1,1,1,4,84,2,Slider,8,10,8,10,10,10,10,10,Strategic,Standard,79,0.47,0.796,,,0.741,-0.796,100.5,-2,-2,0.164,0.164,30,31,30,31,1,4,2,1,3,1,3.16,-0.26,-0.26,39.4,,,,,
FF,2023-04-09,96.8,-2.54,5.72,"Romano, Jordan",592669,605447,,called_strike,,,,,5,Called Strike,R,R,R,LAA,TOR,S,,,0,0,2023,-0.37,1.41,-0.1591246220501467,2.72388029987079,621493,660271,621433,2,9,Bot,,,,,,,7.377743155415905,-140.73540330353103,-5.759515318520325,-6.655365818198629,32.806064443652836,-12.320072128570176,3.33024446317607,1.65883553967297,,,,98.9,2411,7.6,718644,672386,665489,624415,656305,666182,662139,595281,593160,52.91,,,,,,,,84,1,4-Seam Fastball,8,10,8,10,10,8,8,10,Strategic,Standard,204,-0.016,-0.047,,,,0.047,,-2,-2,0.18,0.18,30,31,30,31,1,4,2,1,3,1,1.03,0.37,0.37,45.8,,,,,
FF,2023-04-09,97.6,-2.42,5.75,"Romano, Jordan",543685,605447,hit_by_pitch,hit_by_pitch,,,,,11,Anthony Rendon hit by pitch.    Gio Urshela scores.    Taylor Ward to 3rd.    Shohei Ohtani to 2nd.,R,R,R,LAA,TOR,B,,,2,2,2023,-0.33,1.37,-2.017221235645882,4.132430617752209,570482,621493,660271,2,9,Bot,,,,,,,1.8912550856149957,-142.1226656986007,-2.050896812218938,-4.971161946872932,32.777553233615464,-13.350946376975388,3.27,1.59,,,,99.8,,7.5,718644,672386,665489,624415,656305,666182,662139,595281,593160,52.99,,0.726005,0.7,1,0,0,,83,5,4-Seam Fastball,7,10,7,10,10,8,8,10,Standard,Strategic,,0.087,0.384,,,,-0.384,,-3,-3,0.093,0.093,30,33,30,33,1,4,2,1,3,2,1.02,0.33,0.33,46.7,,,,,
SL,2023-04-09,87.4,-2.96,5.58,"Romano, Jordan",543685,605447,,foul,,,,,6,Foul,R,R,R,LAA,TOR,S,,,2,1,2023,0.42,0.16,0.4240426968898479,2.228318399904777,570482,621493,660271,2,9,Bot,,,,,,,7.41821516056656,-127.15158671579918,-2.332600316566678,3.2388946045649667,23.45811971800684,-30.18865940843732,3.27,1.59,34,86.9,-1,89.4,1802,7.3,718644,672386,665489,624415,656305,666182,662139,595281,593160,53.16,,,,,,,,83,4,Slider,7,10,7,10,10,7,7,10,Standard,Standard,184,-0.014,-0.076,,,,0.076,88.0,-3,-3,0.107,0.107,30,33,30,33,1,4,2,1,3,2,2.8,-0.42,-0.42,36.1,,,,,
SL,2023-04-09,87.1,-2.74,5.66,"Romano, Jordan",543685,605447,,ball,,,,,1,Ball,R,R,R,LAA,TOR,B,,,1,1,2023,0.45,0.18,-0.4891006067231212,3.372417509227129,570482,621493,660271,2,9,Bot,,,,,,,4.567457041351515,-126.97038208016656,0.2623423094432251,4.097357521294967,23.33077440989568,-30.48223071340342,3.49926237234031,1.70117860567097,,,,89.3,,7.3,718644,672386,665489,624415,656305,666182,662139,595281,593160,53.2,,,,,,,,83,3,Slider,7,10,7,10,10,7,7,10,Standard,Standard,,0.011,0.047,,,,-0.047,,-3,-3,0.096,0.096,30,33,30,33,1,4,2,1,3,2,2.79,-0.45,-0.45,38.5,,,,,
SL,2023-04-09,86.7,-2.79,5.55,"Romano, Jordan",543685,605447,,called_strike,,,,,6,Called Strike,R,R,R,LAA,TOR,S,,,1,0,2023,0.8,-0.13,0.617252002888631,2.437186596784987,570482,621493,660271,2,9,Bot,,,,,,,6.651906786169564,-126.15294300511064,-0.99448613599675,7.208339222257617,25.675011086129363,-33.523435024331555,3.42544839685917,1.62725046550126,,,,88.5,2273,7.4,718644,672386,665489,624415,656305,666182,662139,595281,593160,53.07,,,,,,,,83,2,Slider,7,10,7,10,10,7,7,10,Strategic,Standard,51,-0.011,-0.048,,,,0.048,,-3,-3,0.107,0.107,30,33,30,33,1,4,2,1,3,2,3.16,-0.8,-0.8,39.3,,,,,
SL,2023-04-09,88.5,-2.81,5.61,"Romano, Jordan",543685,605447,,ball,,,,,14,Ball,R,R,R,LAA,TOR,B,,,0,0,2023,0.44,-0.07,1.042897111677085,1.5020816958351837,570482,621493,660271,2,9,Bot,,,,,,,8.698823527499476,-128.6177513871509,-3.835579104776575,2.999725623314603,27.353941423089537,-32.35939006056549,3.37784056566696,1.60361760778975,,,,90.5,2202,7.6,718644,672386,665489,624415,656305,666182,662139,595281,593160,52.85,,,,,,,,83,1,Slider,7,10,7,10,10,7,7,10,Standard,Standard,79,0.008,0.035,,,,-0.035,,-3,-3,0.099,0.099,30,33,30,33,1,4,2,1,3,2,3.0,-0.44,-0.44,40.7,,,,,
