pitcher_id,season,sit_pitches,sit_pa,baseline_pa,sit_ff_pct,base_ff_pct,dev_ff_pct,sit_si_pct,base_si_pct,dev_si_pct,sit_fc_pct,base_fc_pct,dev_fc_pct,sit_sl_pct,base_sl_pct,dev_sl_pct,sit_ch_pct,base_ch_pct,dev_ch_pct,sit_cu_pct,base_cu_pct,dev_cu_pct,sit_hard_pct,base_hard_pct,dev_hard_pct,sit_offspeed_pct,base_offspeed_pct,dev_offspeed_pct,sit_fps_rate,base_fps_rate,dev_fps_rate,sit_zone_rate,base_zone_rate,dev_zone_rate,sit_chase_rate_induced,base_chase_rate_induced,dev_chase_rate_induced,era
501822,2015,11,2,164.0,0.7272727272727273,0.6724806201550387,0.0547921071176885,0.0909090909090909,0.1085271317829457,-0.0176180408738548,0.0,0.063953488372093,-0.063953488372093,0.1818181818181818,0.1550387596899224,0.0267794221282593,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8449612403100775,-0.0267794221282592,0.0,0.0,0.0,0.5,0.6073619631901841,-0.1073619631901841,0.7272727272727273,0.478806907378336,0.2484658198943913,0.3333333333333333,0.286144578313253,0.0471887550200803,statcast
501925,2015,3,1,268.0,0.3333333333333333,0.1864057672502574,0.1469275660830758,0.3333333333333333,0.5159629248197735,-0.1826295914864401,0.0,0.0,0.0,0.3333333333333333,0.2966014418125643,0.0367318915207689,0.0,0.0010298661174047,-0.0010298661174047,0.0,0.0,0.0,0.6666666666666666,0.7023686920700309,-0.0357020254033643,0.0,0.0010298661174047,-0.0010298661174047,1.0,0.6282527881040892,0.3717472118959107,0.6666666666666666,0.4653767820773931,0.2012898845892735,0.0,0.3371428571428571,-0.3371428571428571,statcast
502154,2015,3,1,241.0,0.0,0.0,0.0,1.0,0.8961038961038961,0.1038961038961039,0.0,0.0,0.0,0.0,0.1038961038961039,-0.1038961038961039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8961038961038961,0.1038961038961039,0.0,0.0,0.0,1.0,0.640495867768595,0.359504132231405,1.0,0.4770857814336075,0.5229142185663924,,0.3752808988764045,,statcast
502202,2015,4,1,252.0,0.5,0.6181292189006751,-0.118129218900675,0.0,0.0019286403085824,-0.0019286403085824,0.0,0.0019286403085824,-0.0019286403085824,0.0,0.0,0.0,0.5,0.3384763741562198,0.1615236258437801,0.0,0.0395371263259402,-0.0395371263259402,0.5,0.6219864995178399,-0.1219864995178399,0.5,0.37801350048216,0.1219864995178399,1.0,0.5476190476190477,0.4523809523809523,0.75,0.4562737642585551,0.2937262357414448,0.0,0.3269230769230769,-0.3269230769230769,statcast
502381,2015,7,2,232.0,0.0,0.1125748502994012,-0.1125748502994012,0.4285714285714285,0.4395209580838323,-0.0109495295124038,0.0,0.0203592814371257,-0.0203592814371257,0.4285714285714285,0.4119760479041916,0.0165953806672369,0.1428571428571428,0.0143712574850299,0.1284858853721129,0.0,0.0011976047904191,-0.0011976047904191,0.4285714285714285,0.5724550898203593,-0.1438836612489307,0.1428571428571428,0.0155688622754491,0.1272882805816937,0.5,0.6724137931034483,-0.1724137931034483,0.2857142857142857,0.4535714285714285,-0.1678571428571428,0.4,0.4139433551198257,-0.0139433551198256,statcast
518553,2015,8,2,241.0,0.0,0.002171552660152,-0.002171552660152,0.375,0.5765472312703583,-0.2015472312703583,0.0,0.0,0.0,0.625,0.4071661237785016,0.2178338762214983,0.0,0.014115092290988,-0.014115092290988,0.0,0.0,0.0,0.375,0.5787187839305103,-0.2037187839305103,0.0,0.014115092290988,-0.014115092290988,0.5,0.6446280991735537,-0.1446280991735536,0.125,0.4409871244635193,-0.3159871244635193,0.2857142857142857,0.2514395393474088,0.0342747463668768,statcast
518813,2015,1,1,177.0,1.0,0.4794303797468354,0.5205696202531646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715189873417721,-0.4715189873417721,0.0,0.0,0.0,0.0,0.0490506329113924,-0.0490506329113924,1.0,0.4794303797468354,0.5205696202531646,0.0,0.0490506329113924,-0.0490506329113924,1.0,0.655367231638418,0.3446327683615819,1.0,0.4791987673343605,0.5208012326656395,,0.3313609467455621,,statcast
518886,2015,2,1,221.0,1.0,0.9969788519637462,0.0030211480362537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030211480362537,-0.0030211480362537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9969788519637462,0.0030211480362537,0.0,0.0,0.0,0.0,0.6063348416289592,-0.6063348416289592,0.5,0.4983991462113127,0.0016008537886872,0.0,0.2404255319148936,-0.2404255319148936,statcast
519186,2015,3,1,61.0,1.0,0.7841726618705036,0.2158273381294964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158273381294964,-0.2158273381294964,0.0,0.0,0.0,1.0,0.7841726618705036,0.2158273381294964,0.0,0.2158273381294964,-0.2158273381294964,1.0,0.6065573770491803,0.3934426229508196,0.6666666666666666,0.4478260869565217,0.2188405797101448,1.0,0.3385826771653543,0.6614173228346456,statcast
532077,2015,2,1,264.0,1.0,0.6162679425837321,0.3837320574162679,0.0,0.1033492822966507,-0.1033492822966507,0.0,0.0095693779904306,-0.0095693779904306,0.0,0.1291866028708134,-0.1291866028708134,0.0,0.1416267942583732,-0.1416267942583732,0.0,0.0,0.0,1.0,0.7291866028708135,0.2708133971291865,0.0,0.1416267942583732,-0.1416267942583732,1.0,0.625,0.375,1.0,0.4938154138915319,0.5061845861084682,,0.3026315789473684,,statcast
543118,2015,5,1,70.0,1.0,0.937984496124031,0.0620155038759689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0620155038759689,-0.0620155038759689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.937984496124031,0.0620155038759689,0.0,0.0,0.0,1.0,0.5428571428571428,0.4571428571428572,0.4,0.4912280701754385,-0.0912280701754385,0.3333333333333333,0.3241379310344827,0.0091954022988505,statcast
543746,2015,2,1,141.0,0.0,0.1692913385826771,-0.1692913385826771,0.5,0.4350393700787401,0.0649606299212598,0.0,0.0,0.0,0.5,0.2480314960629921,0.2519685039370078,0.0,0.0236220472440944,-0.0236220472440944,0.0,0.124015748031496,-0.124015748031496,0.5,0.6043307086614174,-0.1043307086614173,0.0,0.1476377952755905,-0.1476377952755905,0.0,0.624113475177305,-0.624113475177305,0.5,0.4545454545454545,0.0454545454545454,0.0,0.2951388888888889,-0.2951388888888889,statcast
544727,2015,16,3,287.0,0.0,0.0963035019455253,-0.0963035019455253,0.7333333333333333,0.6488326848249028,0.0845006485084305,0.0,0.0,0.0,0.2666666666666666,0.2548638132295719,0.0118028534370946,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.745136186770428,-0.0118028534370947,0.0,0.0,0.0,0.0,0.6167247386759582,-0.6167247386759582,0.3125,0.4503676470588235,-0.1378676470588235,0.0909090909090909,0.391304347826087,-0.3003952569169961,statcast
547973,2015,6,1,263.0,1.0,0.751131221719457,0.248868778280543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701357466063348,-0.1701357466063348,0.0,0.0787330316742081,-0.0787330316742081,0.0,0.0,0.0,1.0,0.751131221719457,0.248868778280543,0.0,0.0787330316742081,-0.0787330316742081,0.0,0.55893536121673,-0.55893536121673,0.8333333333333334,0.4477477477477477,0.3855855855855856,0.0,0.3197389885807504,-0.3197389885807504,statcast
570663,2015,1,1,212.0,1.0,0.7060849598163031,0.2939150401836968,0.0,0.0149253731343283,-0.0149253731343283,0.0,0.0,0.0,0.0,0.2721010332950631,-0.2721010332950631,0.0,0.0068886337543053,-0.0068886337543053,0.0,0.0,0.0,1.0,0.7210103329506315,0.2789896670493684,0.0,0.0068886337543053,-0.0068886337543053,1.0,0.5915492957746479,0.4084507042253521,1.0,0.526255707762557,0.4737442922374429,,0.2481927710843373,,statcast
572038,2015,5,1,119.0,0.4,0.5446623093681917,-0.1446623093681917,0.0,0.0,0.0,0.0,0.008714596949891,-0.008714596949891,0.6,0.4466230936819172,0.1533769063180827,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5533769063180828,-0.1533769063180827,0.0,0.0,0.0,0.0,0.5882352941176471,-0.5882352941176471,0.2,0.4492440604751619,-0.2492440604751619,0.5,0.2745098039215686,0.2254901960784313,statcast
573109,2015,11,3,261.0,0.1818181818181818,0.4310679611650485,-0.2492497793468667,0.0,0.0242718446601941,-0.0242718446601941,0.0909090909090909,0.0436893203883495,0.0472197705207413,0.4545454545454545,0.2679611650485436,0.1865842894969108,0.1818181818181818,0.2281553398058252,-0.0463371579876434,0.0909090909090909,0.0048543689320388,0.086054721977052,0.2727272727272727,0.4990291262135922,-0.2263018534863194,0.2727272727272727,0.233009708737864,0.0397175639894086,0.3333333333333333,0.6015325670498084,-0.2681992337164751,0.2727272727272727,0.4320388349514563,-0.1593115622241835,0.375,0.3282051282051282,0.0467948717948717,statcast
592102,2015,7,3,269.0,1.0,0.936231884057971,0.063768115942029,0.0,0.0144927536231884,-0.0144927536231884,0.0,0.0,0.0,0.0,0.036231884057971,-0.036231884057971,0.0,0.0130434782608695,-0.0130434782608695,0.0,0.0,0.0,1.0,0.9507246376811592,0.0492753623188406,0.0,0.0130434782608695,-0.0130434782608695,1.0,0.5910780669144982,0.4089219330855018,0.5714285714285714,0.4976700838769804,0.0737584875515909,0.6666666666666666,0.3172541743970315,0.3494124922696351,statcast
592454,2015,2,1,152.0,0.5,0.4960753532182103,0.0039246467817896,0.0,0.0627943485086342,-0.0627943485086342,0.0,0.0031397174254317,-0.0031397174254317,0.0,0.0313971742543171,-0.0313971742543171,0.5,0.4050235478806907,0.0949764521193092,0.0,0.0015698587127158,-0.0015698587127158,0.5,0.5620094191522763,-0.0620094191522763,0.5,0.4065934065934066,0.0934065934065934,1.0,0.506578947368421,0.493421052631579,1.0,0.4773790951638065,0.5226209048361934,,0.226865671641791,,statcast
605177,2015,5,1,305.0,0.0,0.2645778938207136,-0.2645778938207136,0.0,0.4473455178416013,-0.4473455178416013,0.0,0.0,0.0,1.0,0.2767624020887728,0.7232375979112271,0.0,0.011314186248912,-0.011314186248912,0.0,0.0,0.0,0.0,0.711923411662315,-0.711923411662315,0.0,0.011314186248912,-0.011314186248912,1.0,0.5344262295081967,0.4655737704918032,0.0,0.464041095890411,-0.464041095890411,0.6,0.2476038338658147,0.3523961661341853,statcast
605476,2015,3,1,272.0,0.3333333333333333,0.0069375619425173,0.326395771390816,0.3333333333333333,0.5272547076313181,-0.1939213742979847,0.0,0.0,0.0,0.0,0.4400396432111001,-0.4400396432111001,0.3333333333333333,0.0257680872150644,0.3075652461182689,0.0,0.0,0.0,0.6666666666666666,0.5341922695738355,0.1324743970928311,0.3333333333333333,0.0257680872150644,0.3075652461182689,0.0,0.5940959409594095,-0.5940959409594095,0.3333333333333333,0.4941176470588235,-0.1607843137254902,0.5,0.2829457364341085,0.2170542635658914,statcast
623184,2015,4,2,256.0,0.25,0.498989898989899,-0.2489898989898989,0.0,0.1383838383838384,-0.1383838383838384,0.0,0.0,0.0,0.5,0.1919191919191919,0.308080808080808,0.0,0.0585858585858585,-0.0585858585858585,0.25,0.1121212121212121,0.1378787878787878,0.25,0.6373737373737374,-0.3873737373737373,0.25,0.1707070707070707,0.0792929292929293,1.0,0.54296875,0.45703125,0.75,0.4624624624624625,0.2875375375375375,1.0,0.2737430167597765,0.7262569832402235,statcast
623430,2015,4,1,63.0,0.25,0.5508474576271186,-0.3008474576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771186440677966,-0.3771186440677966,0.75,0.0720338983050847,0.6779661016949152,0.0,0.0,0.0,0.25,0.5508474576271186,-0.3008474576271186,0.75,0.0720338983050847,0.6779661016949152,1.0,0.4761904761904761,0.5238095238095238,0.25,0.4625,-0.2125,0.6666666666666666,0.2713178294573643,0.3953488372093023,statcast
407845,2016,4,1,274.0,0.25,0.0903284671532846,0.1596715328467153,0.0,0.4908759124087591,-0.4908759124087591,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.4187956204379562,0.3312043795620438,0.0,0.0,0.0,0.25,0.5812043795620437,-0.3312043795620437,0.75,0.4187956204379562,0.3312043795620438,0.0,0.5672727272727273,-0.5672727272727273,0.75,0.4467509025270758,0.3032490974729241,0.0,0.2936378466557912,-0.2936378466557912,statcast
408061,2016,10,3,218.0,0.5,0.3009478672985782,0.1990521327014218,0.1,0.1860189573459715,-0.0860189573459715,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3969194312796208,-0.1969194312796208,0.2,0.1161137440758293,0.0838862559241706,0.6,0.4869668246445497,0.1130331753554502,0.4,0.5130331753554502,-0.1130331753554502,0.6666666666666666,0.6238532110091743,0.0428134556574922,0.7,0.4646226415094339,0.235377358490566,0.6666666666666666,0.2841409691629956,0.382525697503671,statcast
424144,2016,1,1,177.0,1.0,0.3606321839080459,0.639367816091954,0.0,0.2112068965517241,-0.2112068965517241,0.0,0.0,0.0,0.0,0.4281609195402299,-0.4281609195402299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5718390804597702,0.4281609195402298,0.0,0.0,0.0,1.0,0.5397727272727273,0.4602272727272727,0.0,0.519774011299435,-0.519774011299435,1.0,0.2323529411764706,0.7676470588235293,statcast
425492,2016,2,2,250.0,1.0,0.5704989154013015,0.4295010845986985,0.0,0.0726681127982646,-0.0726681127982646,0.0,0.0878524945770065,-0.0878524945770065,0.0,0.0,0.0,0.0,0.2689804772234273,-0.2689804772234273,0.0,0.0,0.0,1.0,0.7310195227765727,0.2689804772234273,0.0,0.2689804772234273,-0.2689804772234273,1.0,0.556,0.4439999999999999,1.0,0.4779806659505907,0.5220193340494093,,0.3374485596707819,,statcast
425657,2016,4,1,117.0,0.0,0.0,0.0,0.5,0.6933638443935927,-0.1933638443935926,0.0,0.0,0.0,0.5,0.2082379862700228,0.2917620137299771,0.0,0.0526315789473684,-0.0526315789473684,0.0,0.045766590389016,-0.045766590389016,0.5,0.6933638443935927,-0.1933638443935926,0.0,0.0983981693363844,-0.0983981693363844,0.0,0.6153846153846154,-0.6153846153846154,0.5,0.4347826086956521,0.0652173913043478,0.0,0.2550607287449393,-0.2550607287449393,statcast
434442,2016,4,1,219.0,0.0,0.0,0.0,1.0,0.9385964912280702,0.0614035087719297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614035087719298,-0.0614035087719298,0.0,0.0,0.0,1.0,0.9385964912280702,0.0614035087719297,0.0,0.0614035087719298,-0.0614035087719298,0.0,0.5863636363636363,-0.5863636363636363,0.25,0.461271676300578,-0.211271676300578,0.3333333333333333,0.259656652360515,0.0736766809728183,statcast
435043,2016,4,1,255.0,0.0,0.0844221105527638,-0.0844221105527638,0.25,0.5105527638190954,-0.2605527638190954,0.0,0.0,0.0,0.5,0.1527638190954774,0.3472361809045226,0.0,0.0442211055276381,-0.0442211055276381,0.25,0.2080402010050251,0.0419597989949748,0.25,0.5949748743718593,-0.3449748743718592,0.25,0.2522613065326633,-0.0022613065326633,1.0,0.5843137254901961,0.4156862745098039,0.25,0.4657398212512413,-0.2157398212512413,0.6666666666666666,0.2713754646840148,0.3952912019826518,statcast
445213,2016,3,1,215.0,0.0,0.051702395964691,-0.051702395964691,1.0,0.8234552332912989,0.1765447667087011,0.0,0.0,0.0,0.0,0.0706179066834804,-0.0706179066834804,0.0,0.0542244640605296,-0.0542244640605296,0.0,0.0,0.0,1.0,0.8751576292559899,0.12484237074401,0.0,0.0542244640605296,-0.0542244640605296,1.0,0.6511627906976745,0.3488372093023255,0.6666666666666666,0.4685929648241206,0.198073701842546,1.0,0.3356973995271867,0.6643026004728132,statcast
445276,2016,4,1,235.0,0.0,0.123789020452099,-0.123789020452099,0.0,0.0,0.0,1.0,0.8094725511302476,0.1905274488697523,0.0,0.0667384284176533,-0.0667384284176533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9332615715823468,0.0667384284176533,0.0,0.0,0.0,0.0,0.6893617021276596,-0.6893617021276596,0.5,0.5746509129967776,-0.0746509129967776,0.5,0.3282828282828283,0.1717171717171717,statcast
448281,2016,8,1,152.0,1.0,0.9323583180987204,0.0676416819012797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676416819012797,-0.0676416819012797,1.0,0.9323583180987204,0.0676416819012797,0.0,0.0676416819012797,-0.0676416819012797,0.0,0.6993464052287581,-0.6993464052287581,0.625,0.5266781411359724,0.0983218588640275,0.3333333333333333,0.3563636363636364,-0.023030303030303,statcast
448614,2016,6,1,338.0,1.0,0.5298218435321457,0.4701781564678543,0.0,0.016266460108443,-0.016266460108443,0.0,0.3292021688613478,-0.3292021688613478,0.0,0.0,0.0,0.0,0.0015491866769945,-0.0015491866769945,0.0,0.1231603408210689,-0.1231603408210689,1.0,0.8752904725019365,0.1247095274980635,0.0,0.1247095274980635,-0.1247095274980635,0.0,0.6017699115044248,-0.6017699115044248,0.0,0.5211051419800461,-0.5211051419800461,0.5,0.2516025641025641,0.2483974358974359,statcast
449097,2016,5,1,142.0,0.6,0.7476415094339622,-0.1476415094339622,0.0,0.0212264150943396,-0.0212264150943396,0.0,0.0,0.0,0.4,0.2311320754716981,0.1688679245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7688679245283019,-0.1688679245283019,0.0,0.0,0.0,1.0,0.5704225352112676,0.4295774647887324,0.4,0.4772727272727273,-0.0772727272727272,0.0,0.2826086956521739,-0.2826086956521739,statcast
451584,2016,2,1,162.0,1.0,0.5897435897435898,0.4102564102564102,0.0,0.0183150183150183,-0.0183150183150183,0.0,0.3901098901098901,-0.3901098901098901,0.0,0.0018315018315018,-0.0018315018315018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9981684981684982,0.0018315018315018,0.0,0.0,0.0,1.0,0.5123456790123457,0.4876543209876542,1.0,0.467065868263473,0.5329341317365269,,0.2752808988764045,,statcast
456027,2016,9,2,287.0,0.6666666666666666,0.5697777777777778,0.0968888888888888,0.1111111111111111,0.0533333333333333,0.0577777777777777,0.0,0.0,0.0,0.1111111111111111,0.2088888888888889,-0.0977777777777778,0.1111111111111111,0.1653333333333333,-0.0542222222222222,0.0,0.0026666666666666,-0.0026666666666666,0.7777777777777777,0.6231111111111112,0.1546666666666665,0.1111111111111111,0.168,-0.0568888888888889,0.5,0.5574912891986062,-0.0574912891986062,0.2222222222222222,0.4698046181172291,-0.2475823958950069,0.1428571428571428,0.271356783919598,-0.1284996410624551,statcast
474521,2016,19,4,162.0,0.9473684210526316,0.5996732026143791,0.3476952184382524,0.0,0.0081699346405228,-0.0081699346405228,0.0,0.0571895424836601,-0.0571895424836601,0.0,0.2254901960784313,-0.2254901960784313,0.0526315789473684,0.1094771241830065,-0.0568455452356381,0.0,0.0,0.0,0.9473684210526316,0.6650326797385621,0.2823357413140694,0.0526315789473684,0.1094771241830065,-0.0568455452356381,0.25,0.6172839506172839,-0.3672839506172839,0.631578947368421,0.5201938610662359,0.1113850863021851,0.1428571428571428,0.239057239057239,-0.0962000962000962,statcast
491646,2016,5,1,276.0,0.0,0.0038204393505253,-0.0038204393505253,0.8,0.6408787010506208,0.1591212989493792,0.0,0.0,0.0,0.0,0.1270296084049665,-0.1270296084049665,0.2,0.2234957020057306,-0.0234957020057306,0.0,0.0047755491881566,-0.0047755491881566,0.8,0.6446991404011462,0.1553008595988538,0.2,0.2282712511938873,-0.0282712511938872,1.0,0.5797101449275363,0.4202898550724637,0.6,0.4549763033175355,0.1450236966824644,0.0,0.2991304347826087,-0.2991304347826087,statcast
493200,2016,5,1,302.0,0.8,0.6118210862619808,0.1881789137380192,0.0,0.0015974440894568,-0.0015974440894568,0.0,0.0,0.0,0.0,0.3099041533546325,-0.3099041533546325,0.2,0.0686900958466453,0.1313099041533546,0.0,0.0079872204472843,-0.0079872204472843,0.8,0.6134185303514377,0.1865814696485623,0.2,0.0766773162939297,0.1233226837060703,1.0,0.6644518272425249,0.335548172757475,0.4,0.4797458300238284,-0.0797458300238284,0.3333333333333333,0.3374045801526718,-0.0040712468193384,statcast
500610,2016,5,1,213.0,0.2,0.4740484429065744,-0.2740484429065744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4521337946943483,-0.2521337946943483,0.6,0.0738177623990772,0.5261822376009226,0.2,0.4740484429065744,-0.2740484429065744,0.8,0.5259515570934257,0.2740484429065744,1.0,0.5446009389671361,0.4553990610328638,0.6,0.4682814302191465,0.1317185697808535,0.0,0.3188720173535792,-0.3188720173535792,statcast
501697,2016,4,1,268.0,0.5,0.1684549356223176,0.3315450643776824,0.5,0.5901287553648069,-0.0901287553648069,0.0,0.0,0.0,0.0,0.2414163090128755,-0.2414163090128755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7585836909871245,0.2414163090128754,0.0,0.0,0.0,0.0,0.5634328358208955,-0.5634328358208955,0.75,0.4235668789808917,0.3264331210191082,0.0,0.3462246777163904,-0.3462246777163904,statcast
501925,2016,3,1,210.0,0.0,0.1158301158301158,-0.1158301158301158,0.6666666666666666,0.5032175032175032,0.1634491634491633,0.0,0.0,0.0,0.3333333333333333,0.3294723294723294,0.0038610038610038,0.0,0.0514800514800514,-0.0514800514800514,0.0,0.0,0.0,0.6666666666666666,0.6190476190476191,0.0476190476190475,0.0,0.0514800514800514,-0.0514800514800514,1.0,0.6571428571428571,0.3428571428571428,0.3333333333333333,0.4681933842239186,-0.1348600508905852,0.5,0.3325358851674641,0.1674641148325358,statcast
