batter_id,season,sit_pa,baseline_pa,sit_k_pct,base_k_pct,dev_k_pct,sit_bb_pct,base_bb_pct,dev_bb_pct,sit_ibb_pct,base_ibb_pct,dev_ibb_pct,sit_contact_pct,base_contact_pct,dev_contact_pct,sit_fps_strike_pct,base_fps_strike_pct,dev_fps_strike_pct,sit_swing_pct,base_swing_pct,dev_swing_pct,era
klesr001,2000,1,589,0.0,0.1375212224108658,-0.1375212224108658,0.0,0.1392190152801358,-0.1392190152801358,0.0,0.0152801358234295,-0.0152801358234295,0.0,0.2376910016977928,-0.2376910016977928,1.0,0.4091680814940577,0.5908319185059423,0.6666666666666666,0.4566253574833174,0.2100413091833491,offense_explosion
nevip001,2000,1,604,1.0,0.1986754966887417,0.8013245033112583,0.0,0.0827814569536423,-0.0827814569536423,0.0,0.0149006622516556,-0.0149006622516556,0.0,0.2698675496688741,-0.2698675496688741,1.0,0.4536423841059602,0.5463576158940397,0.6666666666666666,0.4741379310344827,0.1925287356321838,offense_explosion
olivj001,2000,1,218,1.0,0.1697247706422018,0.8302752293577982,0.0,0.0596330275229357,-0.0596330275229357,0.0,0.0045871559633027,-0.0045871559633027,0.0,0.2431192660550458,-0.2431192660550458,1.0,0.536697247706422,0.463302752293578,0.6666666666666666,0.5396039603960396,0.127062706270627,offense_explosion
javis001,2000,1,391,1.0,0.1611253196930946,0.8388746803069054,0.0,0.1023017902813299,-0.1023017902813299,0.0,0.0051150895140664,-0.0051150895140664,0.0,0.2404092071611253,-0.2404092071611253,1.0,0.4322250639386189,0.5677749360613811,0.6666666666666666,0.427139037433155,0.2395276292335115,offense_explosion
estab001,2000,1,360,0.0,0.2555555555555555,-0.2555555555555555,0.0,0.1333333333333333,-0.1333333333333333,0.0,0.025,-0.025,0.0,0.1944444444444444,-0.1944444444444444,1.0,0.4333333333333333,0.5666666666666667,0.6666666666666666,0.4719260838663823,0.1947405828002842,offense_explosion
martr003,2000,1,209,0.0,0.1052631578947368,-0.1052631578947368,0.0,0.0669856459330143,-0.0669856459330143,0.0,0.0047846889952153,-0.0047846889952153,1.0,0.2679425837320574,0.7320574162679425,1.0,0.416267942583732,0.5837320574162679,0.6,0.437745740498034,0.1622542595019659,offense_explosion
tramb001,2000,1,277,0.0,0.1768953068592057,-0.1768953068592057,0.0,0.1046931407942238,-0.1046931407942238,0.0,0.0,0.0,0.0,0.2346570397111913,-0.2346570397111913,1.0,0.4584837545126354,0.5415162454873645,0.3333333333333333,0.4537654909437559,-0.1204321576104226,offense_explosion
kaplg001,2000,2,489,0.0,0.1165644171779141,-0.1165644171779141,0.0,0.081799591002045,-0.081799591002045,0.0,0.0040899795501022,-0.0040899795501022,0.0,0.2740286298568507,-0.2740286298568507,0.0,0.4110429447852761,-0.4110429447852761,0.5,0.4566058595909342,0.0433941404090658,offense_explosion
rodri001,2000,1,388,0.0,0.1237113402061855,-0.1237113402061855,1.0,0.0335051546391752,0.9664948453608248,0.0,0.0128865979381443,-0.0128865979381443,0.0,0.3247422680412371,-0.3247422680412371,1.0,0.4149484536082474,0.5850515463917525,0.3333333333333333,0.6345218800648298,-0.3011885467314965,offense_explosion
segud001,2000,1,633,0.0,0.1327014218009478,-0.1327014218009478,0.0,0.0805687203791469,-0.0805687203791469,0.0,0.0031595576619273,-0.0031595576619273,0.0,0.3033175355450237,-0.3033175355450237,0.0,0.4091627172195892,-0.4091627172195892,0.5,0.4755892255892255,0.0244107744107744,offense_explosion
alicl001,2000,1,618,0.0,0.1213592233009708,-0.1213592233009708,0.0,0.0938511326860841,-0.0938511326860841,0.0,0.0016181229773462,-0.0016181229773462,0.0,0.2572815533980582,-0.2572815533980582,0.0,0.4336569579288026,-0.4336569579288026,0.5,0.4189247311827957,0.0810752688172042,offense_explosion
