batter_id,season,sit_pa,baseline_pa,sit_k_pct,base_k_pct,dev_k_pct,sit_bb_pct,base_bb_pct,dev_bb_pct,sit_ibb_pct,base_ibb_pct,dev_ibb_pct,sit_contact_pct,base_contact_pct,dev_contact_pct,sit_fps_strike_pct,base_fps_strike_pct,dev_fps_strike_pct,sit_swing_pct,base_swing_pct,dev_swing_pct,era
robib104,1960,1,650,0.0,0.0769230769230769,-0.0769230769230769,0.0,0.0538461538461538,-0.0538461538461538,0.0,0.0,0.0,0.0,0.2692307692307692,-0.2692307692307692,,0.4347826086956521,,,0.5254237288135594,,post_war
gentj101,1960,1,463,0.0,0.1555075593952483,-0.1555075593952483,1.0,0.1339092872570194,0.8660907127429806,0.0,0.0107991360691144,-0.0107991360691144,0.0,0.2419006479481641,-0.2419006479481641,,0.4,,,0.4464285714285714,,post_war
runnp101,1960,1,612,0.0,0.0833333333333333,-0.0833333333333333,0.0,0.1127450980392156,-0.1127450980392156,0.0,0.0032679738562091,-0.0032679738562091,0.0,0.2761437908496732,-0.2761437908496732,,0.4,,,0.4230769230769231,,post_war
malzf101,1960,1,646,0.0,0.0634674922600619,-0.0634674922600619,0.0,0.0495356037151702,-0.0495356037151702,0.0,0.0061919504643962,-0.0061919504643962,1.0,0.2476780185758514,0.7523219814241486,,0.4074074074074074,,,0.4868421052631579,,post_war
tasbw101,1960,1,544,0.0,0.1213235294117647,-0.1213235294117647,0.0,0.1084558823529411,-0.1084558823529411,0.0,0.0018382352941176,-0.0018382352941176,0.0,0.2316176470588235,-0.2316176470588235,,0.5,,,0.4464285714285714,,post_war
zimmd101,1960,2,400,0.0,0.14,-0.14,0.0,0.0575,-0.0575,0.0,0.01,-0.01,0.5,0.235,0.265,,0.3076923076923077,,,0.518324607329843,,post_war
baile101,1960,1,510,0.0,0.1372549019607843,-0.1372549019607843,0.0,0.1019607843137254,-0.1019607843137254,0.0,0.0156862745098039,-0.0156862745098039,1.0,0.2235294117647059,0.7764705882352941,,0.2,,,0.4147465437788018,,post_war
frant101,1960,1,624,0.0,0.1073717948717948,-0.1073717948717948,0.0,0.0977564102564102,-0.0977564102564102,0.0,0.0112179487179487,-0.0112179487179487,0.0,0.2548076923076923,-0.2548076923076923,,0.5333333333333333,,,0.4181818181818181,,post_war
asprk101,1960,1,522,0.0,0.0632183908045977,-0.0632183908045977,0.0,0.0996168582375478,-0.0996168582375478,0.0,0.0,0.0,1.0,0.2528735632183908,0.7471264367816092,,0.4444444444444444,,,0.3666666666666666,,post_war
berbl101,1960,1,277,0.0,0.111913357400722,-0.111913357400722,0.0,0.1335740072202166,-0.1335740072202166,0.0,0.0144404332129963,-0.0144404332129963,1.0,0.1588447653429603,0.8411552346570397,,0.1538461538461538,,,0.3333333333333333,,post_war
kalia101,1960,1,628,0.0,0.0748407643312101,-0.0748407643312101,0.0,0.0987261146496815,-0.0987261146496815,0.0,0.0047770700636942,-0.0047770700636942,0.0,0.2436305732484076,-0.2436305732484076,,0.3636363636363636,,,0.3857142857142857,,post_war
maxwc101,1960,1,548,0.0,0.1368613138686131,-0.1368613138686131,1.0,0.0930656934306569,0.906934306569343,0.0,0.010948905109489,-0.010948905109489,0.0,0.2080291970802919,-0.2080291970802919,,0.631578947368421,,,0.4666666666666667,,post_war
foilh101,1960,1,146,0.0,0.1095890410958904,-0.1095890410958904,0.0,0.0684931506849315,-0.0684931506849315,0.0,0.0068493150684931,-0.0068493150684931,0.0,0.2534246575342466,-0.2534246575342466,,0.3333333333333333,,,0.6666666666666666,,post_war
chith101,1960,1,328,0.0,0.1371951219512195,-0.1371951219512195,1.0,0.0762195121951219,0.923780487804878,0.0,0.0030487804878048,-0.0030487804878048,0.0,0.1798780487804878,-0.1798780487804878,,0.4,,,0.5789473684210527,,post_war
kravd101,1960,1,192,0.0,0.109375,-0.109375,1.0,0.0520833333333333,0.9479166666666666,0.0,0.0052083333333333,-0.0052083333333333,0.0,0.2135416666666666,-0.2135416666666666,,0.2857142857142857,,,0.64,,post_war
carea101,1960,1,378,1.0,0.1375661375661375,0.8624338624338624,0.0,0.0687830687830687,-0.0687830687830687,0.0,0.0,0.0,0.0,0.2142857142857142,-0.2142857142857142,,0.6111111111111112,,,0.5172413793103449,,post_war
throm101,1960,2,258,0.0,0.2286821705426356,-0.2286821705426356,0.0,0.0852713178294573,-0.0852713178294573,0.0,0.003875968992248,-0.003875968992248,0.5,0.2248062015503876,0.2751937984496124,,0.2857142857142857,,,0.3703703703703703,,post_war
baueh101,1960,1,284,0.0,0.1232394366197183,-0.1232394366197183,0.0,0.0704225352112676,-0.0704225352112676,0.0,0.0035211267605633,-0.0035211267605633,1.0,0.2429577464788732,0.7570422535211268,,0.2941176470588235,,,0.4035087719298245,,post_war
snydr102,1960,1,328,0.0,0.0853658536585365,-0.0853658536585365,0.0,0.0579268292682926,-0.0579268292682926,0.0,0.0030487804878048,-0.0030487804878048,0.0,0.2408536585365853,-0.2408536585365853,,0.5,,,0.238095238095238,,post_war
adcoj101,1960,1,569,0.0,0.1528998242530755,-0.1528998242530755,0.0,0.0685413005272407,-0.0685413005272407,0.0,0.0123022847100175,-0.0123022847100175,0.0,0.2688927943760984,-0.2688927943760984,,0.4615384615384615,,,0.4734982332155477,,post_war
crand102,1960,1,595,0.0,0.0605042016806722,-0.0605042016806722,0.0,0.0470588235294117,-0.0470588235294117,0.0,0.0100840336134453,-0.0100840336134453,1.0,0.2638655462184874,0.7361344537815127,,0.2875,,,0.4280701754385965,,post_war
brutb101,1960,1,676,0.0,0.143491124260355,-0.143491124260355,0.0,0.059171597633136,-0.059171597633136,0.0,0.0014792899408284,-0.0014792899408284,0.0,0.2662721893491124,-0.2662721893491124,,0.4545454545454545,,,0.4700854700854701,,post_war
hadlk101,1960,1,69,0.0,0.2753623188405797,-0.2753623188405797,0.0,0.0869565217391304,-0.0869565217391304,0.0,0.0,0.0,1.0,0.1739130434782608,0.8260869565217391,1.0,0.4545454545454545,0.5454545454545454,0.75,0.4078947368421052,0.3421052631578947,post_war
kubet101,1960,1,617,0.0,0.0696920583468395,-0.0696920583468395,0.0,0.0421393841166936,-0.0421393841166936,0.0,0.0081037277147487,-0.0081037277147487,0.0,0.2512155591572123,-0.2512155591572123,0.0,0.4533333333333333,-0.4533333333333333,1.0,0.4319654427645788,0.5680345572354212,post_war
howae101,1960,1,360,0.0,0.1194444444444444,-0.1194444444444444,0.0,0.0583333333333333,-0.0583333333333333,0.0,0.0194444444444444,-0.0194444444444444,0.0,0.2194444444444444,-0.2194444444444444,,0.5473684210526316,,,0.487012987012987,,post_war
amarr101,1960,1,291,1.0,0.1065292096219931,0.8934707903780069,0.0,0.0652920962199312,-0.0652920962199312,0.0,0.0068728522336769,-0.0068728522336769,0.0,0.2096219931271477,-0.2096219931271477,,0.4615384615384615,,,0.4516129032258064,,post_war
neemc101,1960,1,192,0.0,0.2447916666666666,-0.2447916666666666,0.0,0.0729166666666666,-0.0729166666666666,0.0,0.0104166666666666,-0.0104166666666666,0.0,0.1614583333333333,-0.1614583333333333,,0.4583333333333333,,,0.56,,post_war
taylt101,1960,1,639,0.0,0.1533646322378716,-0.1533646322378716,0.0,0.0610328638497652,-0.0610328638497652,0.0,0.0031298904538341,-0.0031298904538341,0.0,0.2582159624413145,-0.2582159624413145,,0.3235294117647059,,,0.530791788856305,,post_war
smith106,1960,1,285,1.0,0.1649122807017544,0.8350877192982455,0.0,0.0771929824561403,-0.0771929824561403,0.0,0.0,0.0,0.0,0.2666666666666666,-0.2666666666666666,,0.4666666666666667,,,0.4449339207048458,,post_war
brese101,1960,1,431,0.0,0.1693735498839907,-0.1693735498839907,0.0,0.0556844547563805,-0.0556844547563805,0.0,0.0278422273781902,-0.0278422273781902,1.0,0.1995359628770301,0.8004640371229699,,0.463768115942029,,,0.4924242424242424,,post_war
niemb101,1960,1,214,0.0,0.1448598130841121,-0.1448598130841121,0.0,0.1074766355140186,-0.1074766355140186,0.0,0.0046728971962616,-0.0046728971962616,1.0,0.2476635514018691,0.7523364485981309,,0.4509803921568627,,,0.427807486631016,,post_war
jamec102,1960,1,50,0.0,0.24,-0.24,0.0,0.02,-0.02,0.0,0.0,0.0,1.0,0.16,0.84,0.0,0.5294117647058824,-0.5294117647058824,1.0,0.7017543859649122,0.2982456140350877,post_war
becqj101,1960,1,311,0.0,0.112540192926045,-0.112540192926045,0.0,0.022508038585209,-0.022508038585209,0.0,0.0096463022508038,-0.0096463022508038,0.0,0.2411575562700964,-0.2411575562700964,,0.375,,,0.5245901639344263,,post_war
bertr101,1960,1,510,0.0,0.1137254901960784,-0.1137254901960784,1.0,0.0450980392156862,0.9549019607843138,0.0,0.0039215686274509,-0.0039215686274509,0.0,0.2392156862745098,-0.2392156862745098,,0.3448275862068966,,,0.4818181818181818,,post_war
whisp101,1960,1,140,0.0,0.1142857142857142,-0.1142857142857142,0.0,0.1357142857142857,-0.1357142857142857,0.0,0.0,0.0,0.0,0.1928571428571428,-0.1928571428571428,,0.4166666666666667,,,0.3095238095238095,,post_war
