balls,strikes,deficit,runs_scored,fastballs_seen,count,optimal_action,value
2,2,2,1,2,2-2,take,0.2612864379158566
2,2,2,1,3,2-2,take,0.2586307381654137
2,2,2,2,0,2-2,take,0.26167953043984715
2,2,2,2,1,2-2,take,0.26426514510675964
2,2,2,2,2,2-2,take,0.2612864379158566
2,2,2,2,3,2-2,take,0.2586307381654137
2,2,2,3,0,2-2,take,0.26167953043984715
2,2,2,3,1,2-2,take,0.26426514510675964
2,2,2,3,2,2-2,take,0.2612864379158566
2,2,2,3,3,2-2,take,0.2586307381654137
2,2,3,0,0,2-2,take,0.190093356211429
2,2,3,0,1,2-2,take,0.19197163904492665
2,2,3,0,2,2-2,take,0.18980779976358078
2,2,3,0,3,2-2,take,0.18787860462247447
2,2,3,1,0,2-2,take,0.190093356211429
2,2,3,1,1,2-2,take,0.19197163904492665
2,2,3,1,2,2-2,take,0.18980779976358078
2,2,3,1,3,2-2,take,0.18787860462247447
2,2,3,2,0,2-2,take,0.190093356211429
2,2,3,2,1,2-2,take,0.19197163904492665
2,2,3,2,2,2-2,take,0.18980779976358078
2,2,3,2,3,2-2,take,0.18787860462247447
2,2,3,3,0,2-2,take,0.190093356211429
2,2,3,3,1,2-2,take,0.19197163904492665
2,2,3,3,2,2-2,take,0.18980779976358078
2,2,3,3,3,2-2,take,0.18787860462247447
3,0,0,0,0,3-0,take,0.9717747090175823
3,0,0,0,1,3-0,take,0.9699082437815095
3,0,0,0,2,3-0,take,0.9699516567600481
3,0,0,0,3,3-0,take,0.9697534861492499
3,0,0,1,0,3-0,take,0.9717747090175823
3,0,0,1,1,3-0,take,0.9699082437815095
3,0,0,1,2,3-0,take,0.9699516567600481
3,0,0,1,3,3-0,take,0.9697534861492499
3,0,0,2,0,3-0,take,0.9717747090175823
3,0,0,2,1,3-0,take,0.9699082437815095
3,0,0,2,2,3-0,take,0.9699516567600481
3,0,0,2,3,3-0,take,0.9697534861492499
3,0,0,3,0,3-0,take,0.9717747090175823
3,0,0,3,1,3-0,take,0.9699082437815095
3,0,0,3,2,3-0,take,0.9699516567600481
3,0,0,3,3,3-0,take,0.9697534861492499
3,0,1,0,0,3-0,take,0.7252456478971527
3,0,1,0,1,3-0,take,0.7238526853340687
3,0,1,0,2,3-0,take,0.7238850848948467
3,0,1,0,3,3-0,take,0.7237371880915148
3,0,1,1,0,3-0,take,0.7252456478971527
3,0,1,1,1,3-0,take,0.7238526853340687
3,0,1,1,2,3-0,take,0.7238850848948467
3,0,1,1,3,3-0,take,0.7237371880915148
3,0,1,2,0,3-0,take,0.7252456478971527
3,0,1,2,1,3-0,take,0.7238526853340687
3,0,1,2,2,3-0,take,0.7238850848948467
3,0,1,2,3,3-0,take,0.7237371880915148
3,0,1,3,0,3-0,take,0.7252456478971527
3,0,1,3,1,3-0,take,0.7238526853340687
3,0,1,3,2,3-0,take,0.7238850848948467
3,0,1,3,3,3-0,take,0.7237371880915148
3,0,2,0,0,3-0,take,0.5268443394734537
3,0,2,0,1,3-0,take,0.5258324417204555
3,0,2,0,2,3-0,take,0.5258559779185003
3,0,2,0,3,3-0,take,0.5257485403986872
3,0,2,1,0,3-0,take,0.5268443394734537
3,0,2,1,1,3-0,take,0.5258324417204555
3,0,2,1,2,3-0,take,0.5258559779185003
3,0,2,1,3,3-0,take,0.5257485403986872
3,0,2,2,0,3-0,take,0.5268443394734537
3,0,2,2,1,3-0,take,0.5258324417204555
3,0,2,2,2,3-0,take,0.5258559779185003
3,0,2,2,3,3-0,take,0.5257485403986872
3,0,2,3,0,3-0,take,0.5268443394734537
3,0,2,3,1,3-0,take,0.5258324417204555
3,0,2,3,2,3-0,take,0.5258559779185003
3,0,2,3,3,3-0,take,0.5257485403986872
3,0,3,0,0,3-0,take,0.38271854333806443
3,0,3,0,1,3-0,take,0.38198346467007394
3,0,3,0,2,3-0,take,0.3820005622051991
3,0,3,0,3,3-0,take,0.38192251575347175
3,0,3,1,0,3-0,take,0.38271854333806443
3,0,3,1,1,3-0,take,0.38198346467007394
3,0,3,1,2,3-0,take,0.3820005622051991
3,0,3,1,3,3-0,take,0.38192251575347175
3,0,3,2,0,3-0,take,0.38271854333806443
3,0,3,2,1,3-0,take,0.38198346467007394
3,0,3,2,2,3-0,take,0.3820005622051991
3,0,3,2,3,3-0,take,0.38192251575347175
3,0,3,3,0,3-0,take,0.38271854333806443
3,0,3,3,1,3-0,take,0.38198346467007394
3,0,3,3,2,3-0,take,0.3820005622051991
3,0,3,3,3,3-0,take,0.38192251575347175
3,1,0,0,0,3-1,take,0.9056348480587828
3,1,0,0,1,3-1,take,0.9055205602749674
3,1,0,0,2,3-1,take,0.9037873444673377
3,1,0,0,3,3-1,take,0.9032925364323552
3,1,0,1,0,3-1,take,0.9056348480587828
3,1,0,1,1,3-1,take,0.9055205602749674
3,1,0,1,2,3-1,take,0.9037873444673377
3,1,0,1,3,3-1,take,0.9032925364323552
3,1,0,2,0,3-1,take,0.9056348480587828
3,1,0,2,1,3-1,take,0.9055205602749674
3,1,0,2,2,3-1,take,0.9037873444673377
3,1,0,2,3,3-1,take,0.9032925364323552
3,1,0,3,0,3-1,take,0.9056348480587828
3,1,0,3,1,3-1,take,0.9055205602749674
3,1,0,3,2,3-1,take,0.9037873444673377
3,1,0,3,3,3-1,take,0.9032925364323552
3,1,1,0,0,3-1,take,0.6758847766295912
3,1,1,0,1,3-1,take,0.6757994824589869
3,1,1,0,2,3-1,take,0.6745059653405792
3,1,1,0,3,3-1,take,0.6741366849193193
3,1,1,1,0,3-1,take,0.6758847766295912
3,1,1,1,1,3-1,take,0.6757994824589869
3,1,1,1,2,3-1,take,0.6745059653405792
3,1,1,1,3,3-1,take,0.6741366849193193
3,1,1,2,0,3-1,take,0.6758847766295912
3,1,1,2,1,3-1,take,0.6757994824589869
3,1,1,2,2,3-1,take,0.6745059653405792
3,1,1,2,3,3-1,take,0.6741366849193193
3,1,1,3,0,3-1,take,0.6758847766295912
3,1,1,3,1,3-1,take,0.6757994824589869
3,1,1,3,2,3-1,take,0.6745059653405792
3,1,1,3,3,3-1,take,0.6741366849193193
3,1,2,0,0,3-1,take,0.4909868397504526
3,1,2,0,1,3-1,take,0.49092487901880566
3,1,2,0,2,3-1,take,0.4899852219883594
3,1,2,0,3,3-1,take,0.48971696350216964
3,1,2,1,0,3-1,take,0.4909868397504526
3,1,2,1,1,3-1,take,0.49092487901880566
3,1,2,1,2,3-1,take,0.4899852219883594
3,1,2,1,3,3-1,take,0.48971696350216964
3,1,2,2,0,3-1,take,0.4909868397504526
3,1,2,2,1,3-1,take,0.49092487901880566
3,1,2,2,2,3-1,take,0.4899852219883594
3,1,2,2,3,3-1,take,0.48971696350216964
3,1,2,3,0,3-1,take,0.4909868397504526
3,1,2,3,1,3-1,take,0.49092487901880566
3,1,2,3,2,3-1,take,0.4899852219883594
3,1,2,3,3,3-1,take,0.48971696350216964
3,1,3,0,0,3-1,take,0.35667037498983506
3,1,3,0,1,3-1,take,0.3566253645022438
3,1,3,0,2,3-1,take,0.3559427640771982
3,1,3,0,3,3-1,take,0.3557478915323521
3,1,3,1,0,3-1,take,0.35667037498983506
3,1,3,1,1,3-1,take,0.3566253645022438
3,1,3,1,2,3-1,take,0.3559427640771982
3,1,3,1,3,3-1,take,0.3557478915323521
3,1,3,2,0,3-1,take,0.35667037498983506
3,1,3,2,1,3-1,take,0.3566253645022438
3,1,3,2,2,3-1,take,0.3559427640771982
3,1,3,2,3,3-1,take,0.3557478915323521
3,1,3,3,0,3-1,take,0.35667037498983506
3,1,3,3,1,3-1,take,0.3566253645022438
3,1,3,3,2,3-1,take,0.3559427640771982
3,1,3,3,3,3-1,take,0.3557478915323521
3,2,0,0,0,3-2,take,0.6942615950132831
3,2,0,0,1,3-2,take,0.698285411057902
3,2,0,0,2,3-2,take,0.69328296110713
3,2,0,0,3,3-2,take,0.6903495874840712
3,2,0,1,0,3-2,take,0.6942615950132831
3,2,0,1,1,3-2,take,0.698285411057902
3,2,0,1,2,3-2,take,0.69328296110713
3,2,0,1,3,3-2,take,0.6903495874840712
3,2,0,2,0,3-2,take,0.6942615950132831
3,2,0,2,1,3-2,take,0.698285411057902
3,2,0,2,2,3-2,take,0.69328296110713
3,2,0,2,3,3-2,take,0.6903495874840712
3,2,0,3,0,3-2,take,0.6942615950132831
3,2,0,3,1,3-2,take,0.698285411057902
3,2,0,3,2,3-2,take,0.69328296110713
3,2,0,3,3,3-2,take,0.6903495874840712
3,2,1,0,0,3-2,take,0.5181347030471181
3,2,1,0,1,3-2,take,0.5211377191240119
3,2,1,0,2,3-2,take,0.5174043383085258
3,2,1,0,3,3-2,take,0.5152151308368368
3,2,1,1,0,3-2,take,0.5181347030471181
3,2,1,1,1,3-2,take,0.5211377191240119
3,2,1,1,2,3-2,take,0.5174043383085258
3,2,1,1,3,3-2,take,0.5152151308368368
3,2,1,2,0,3-2,take,0.5181347030471181
3,2,1,2,1,3-2,take,0.5211377191240119
3,2,1,2,2,3-2,take,0.5174043383085258
3,2,1,2,3,3-2,take,0.5152151308368368
3,2,1,3,0,3-2,take,0.5181347030471181
3,2,1,3,1,3-2,take,0.5211377191240119
3,2,1,3,2,3-2,take,0.5174043383085258
3,2,1,3,3,3-2,take,0.5152151308368368
3,2,2,0,0,3-2,take,0.37639155254082735
3,2,2,0,1,3-2,take,0.3785730506663917
3,2,2,0,2,3-2,take,0.3758609895110532
3,2,2,0,3,3-2,take,0.3742706710200177
3,2,2,1,0,3-2,take,0.37639155254082735
3,2,2,1,1,3-2,take,0.3785730506663917
3,2,2,1,2,3-2,take,0.3758609895110532
3,2,2,1,3,3-2,take,0.3742706710200177
3,2,2,2,0,3-2,take,0.37639155254082735
3,2,2,2,1,3-2,take,0.3785730506663917
3,2,2,2,2,3-2,take,0.3758609895110532
3,2,2,2,3,3-2,take,0.3742706710200177
3,2,2,3,0,3-2,take,0.37639155254082735
3,2,2,3,1,3-2,take,0.3785730506663917
3,2,2,3,2,3-2,take,0.3758609895110532
3,2,2,3,3,3-2,take,0.3742706710200177
3,2,3,0,0,3-2,take,0.27342426584703833
3,2,3,0,1,3-2,take,0.275008983993348
3,2,3,0,2,3-2,take,0.27303884591419897
3,2,3,0,3,3-2,take,0.2718835817672249
3,2,3,1,0,3-2,take,0.27342426584703833
3,2,3,1,1,3-2,take,0.275008983993348
3,2,3,1,2,3-2,take,0.27303884591419897
3,2,3,1,3,3-2,take,0.2718835817672249
3,2,3,2,0,3-2,take,0.27342426584703833
3,2,3,2,1,3-2,take,0.275008983993348
3,2,3,2,2,3-2,take,0.27303884591419897
3,2,3,2,3,3-2,take,0.2718835817672249
3,2,3,3,0,3-2,take,0.27342426584703833
3,2,3,3,1,3-2,take,0.275008983993348
3,2,3,3,2,3-2,take,0.27303884591419897
3,2,3,3,3,3-2,take,0.2718835817672249
