era,balls,strikes,deficit,runs_scored,count,optimal_action,value
offense_explosion,2,2,1,1,2-2,take,0.3911476607405675
offense_explosion,2,2,1,2,2-2,take,0.3911476607405675
offense_explosion,2,2,1,3,2-2,take,0.3911476607405675
offense_explosion,2,2,2,0,2-2,take,0.2947741133745416
offense_explosion,2,2,2,1,2-2,take,0.2947741133745416
offense_explosion,2,2,2,2,2-2,take,0.2947741133745416
offense_explosion,2,2,2,3,2-2,take,0.2947741133745416
offense_explosion,2,2,3,0,2-2,take,0.22214571785269657
offense_explosion,2,2,3,1,2-2,take,0.22214571785269657
offense_explosion,2,2,3,2,2-2,take,0.22214571785269657
offense_explosion,2,2,3,3,2-2,take,0.22214571785269657
offense_explosion,3,0,0,0,3-0,take,0.9743416621010446
offense_explosion,3,0,0,1,3-0,take,0.9743416621010446
offense_explosion,3,0,0,2,3-0,take,0.9743416621010446
offense_explosion,3,0,0,3,3-0,take,0.9743416621010446
offense_explosion,3,0,1,0,3-0,take,0.7666683312040692
offense_explosion,3,0,1,1,3-0,take,0.7666683312040692
offense_explosion,3,0,1,2,3-0,take,0.7666683312040692
offense_explosion,3,0,1,3,3-0,take,0.7666683312040692
offense_explosion,3,0,2,0,3-0,take,0.5777715176803438
offense_explosion,3,0,2,1,3-0,take,0.5777715176803438
offense_explosion,3,0,2,2,3-0,take,0.5777715176803438
offense_explosion,3,0,2,3,3-0,take,0.5777715176803438
offense_explosion,3,0,3,0,3-0,take,0.4354163501613326
offense_explosion,3,0,3,1,3-0,take,0.4354163501613326
offense_explosion,3,0,3,2,3-0,take,0.4354163501613326
offense_explosion,3,0,3,3,3-0,take,0.4354163501613326
offense_explosion,3,1,0,0,3-1,take,0.9130067251537919
offense_explosion,3,1,0,1,3-1,take,0.9130067251537919
offense_explosion,3,1,0,2,3-1,take,0.9130067251537919
offense_explosion,3,1,0,3,3-1,take,0.9130067251537919
offense_explosion,3,1,1,0,3-1,take,0.7184064579999043
offense_explosion,3,1,1,1,3-1,take,0.7184064579999043
offense_explosion,3,1,1,2,3-1,take,0.7184064579999043
offense_explosion,3,1,1,3,3-1,take,0.7184064579999043
offense_explosion,3,1,2,0,3-1,take,0.5414007239586995
offense_explosion,3,1,2,1,3-1,take,0.5414007239586995
offense_explosion,3,1,2,2,3-1,take,0.5414007239586995
offense_explosion,3,1,2,3,3-1,take,0.5414007239586995
offense_explosion,3,1,3,0,3-1,take,0.40800683315083747
offense_explosion,3,1,3,1,3-1,take,0.40800683315083747
offense_explosion,3,1,3,2,3-1,take,0.40800683315083747
offense_explosion,3,1,3,3,3-1,take,0.40800683315083747
offense_explosion,3,2,0,0,3-2,take,0.705053776348623
offense_explosion,3,2,0,1,3-2,take,0.705053776348623
offense_explosion,3,2,0,2,3-2,take,0.705053776348623
offense_explosion,3,2,0,3,3-2,take,0.705053776348623
offense_explosion,3,2,1,0,3-2,take,0.5547770593702381
offense_explosion,3,2,1,1,3-2,take,0.5547770593702381
offense_explosion,3,2,1,2,3-2,take,0.5547770593702381
offense_explosion,3,2,1,3,3-2,take,0.5547770593702381
offense_explosion,3,2,2,0,3-2,take,0.4180874186669141
offense_explosion,3,2,2,1,3-2,take,0.4180874186669141
offense_explosion,3,2,2,2,3-2,take,0.4180874186669141
offense_explosion,3,2,2,3,3-2,take,0.4180874186669141
offense_explosion,3,2,3,0,3-2,take,0.31507627554103124
offense_explosion,3,2,3,1,3-2,take,0.31507627554103124
offense_explosion,3,2,3,2,3-2,take,0.31507627554103124
offense_explosion,3,2,3,3,3-2,take,0.31507627554103124
statcast,0,0,0,0,0-0,take,0.7565843489739047
statcast,0,0,0,1,0-0,take,0.7565843489739047
statcast,0,0,0,2,0-0,take,0.7565843489739047
statcast,0,0,0,3,0-0,take,0.7565843489739047
statcast,0,0,1,0,0-0,take,0.5476542471877128
statcast,0,0,1,1,0-0,take,0.5476542471877128
statcast,0,0,1,2,0-0,take,0.5476542471877128
statcast,0,0,1,3,0-0,take,0.5476542471877128
statcast,0,0,2,0,0-0,take,0.39701263075324583
statcast,0,0,2,1,0-0,take,0.39701263075324583
statcast,0,0,2,2,0-0,take,0.39701263075324583
statcast,0,0,2,3,0-0,take,0.39701263075324583
statcast,0,0,3,0,0-0,take,0.2897758844759929
statcast,0,0,3,1,0-0,take,0.2897758844759929
statcast,0,0,3,2,0-0,take,0.2897758844759929
statcast,0,0,3,3,0-0,take,0.2897758844759929
statcast,0,1,0,0,0-1,take,0.5899144576226514
statcast,0,1,0,1,0-1,take,0.5899144576226514
statcast,0,1,0,2,0-1,take,0.5899144576226514
statcast,0,1,0,3,0-1,take,0.5899144576226514
statcast,0,1,1,0,0-1,take,0.38286829742781003
statcast,0,1,1,1,0-1,take,0.38286829742781003
statcast,0,1,1,2,0-1,take,0.38286829742781003
statcast,0,1,1,3,0-1,take,0.38286829742781003
statcast,0,1,2,0,0-1,take,0.27904541303463815
statcast,0,1,2,1,0-1,take,0.27904541303463815
statcast,0,1,2,2,0-1,take,0.27904541303463815
statcast,0,1,2,3,0-1,take,0.27904541303463815
statcast,0,1,3,0,0-1,take,0.20861934535259904
statcast,0,1,3,1,0-1,take,0.20861934535259904
statcast,0,1,3,2,0-1,take,0.20861934535259904
statcast,0,1,3,3,0-1,take,0.20861934535259904
statcast,0,2,0,0,0-2,swing,0.4270558470925526
statcast,0,2,0,1,0-2,swing,0.4270558470925526
statcast,0,2,0,2,0-2,swing,0.4270558470925526
statcast,0,2,0,3,0-2,swing,0.4270558470925526
statcast,0,2,1,0,0-2,swing,0.17112382086535527
statcast,0,2,1,1,0-2,swing,0.17112382086535527
statcast,0,2,1,2,0-2,swing,0.17112382086535527
statcast,0,2,1,3,0-2,swing,0.17112382086535527
statcast,0,2,2,0,0-2,swing,0.12999732957545326
statcast,0,2,2,1,0-2,swing,0.12999732957545326
statcast,0,2,2,2,0-2,swing,0.12999732957545326
statcast,0,2,2,3,0-2,swing,0.12999732957545326
statcast,0,2,3,0,0-2,swing,0.11459688617539854
statcast,0,2,3,1,0-2,swing,0.11459688617539854
statcast,0,2,3,2,0-2,swing,0.11459688617539854
statcast,0,2,3,3,0-2,swing,0.11459688617539854
statcast,1,0,0,0,1-0,take,0.8317971212022386
statcast,1,0,0,1,1-0,take,0.8317971212022386
statcast,1,0,0,2,1-0,take,0.8317971212022386
statcast,1,0,0,3,1-0,take,0.8317971212022386
statcast,1,0,1,0,1-0,take,0.6220168570466327
statcast,1,0,1,1,1-0,take,0.6220168570466327
statcast,1,0,1,2,1-0,take,0.6220168570466327
statcast,1,0,1,3,1-0,take,0.6220168570466327
statcast,1,0,2,0,1-0,take,0.45024744965291175
statcast,1,0,2,1,1-0,take,0.45024744965291175
statcast,1,0,2,2,1-0,take,0.45024744965291175
statcast,1,0,2,3,1-0,take,0.45024744965291175
statcast,1,0,3,0,1-0,take,0.32639922849644487
statcast,1,0,3,1,1-0,take,0.32639922849644487
statcast,1,0,3,2,1-0,take,0.32639922849644487
statcast,1,0,3,3,1-0,take,0.32639922849644487
statcast,1,1,0,0,1-1,take,0.6634073211501643
statcast,1,1,0,1,1-1,take,0.6634073211501643
statcast,1,1,0,2,1-1,take,0.6634073211501643
statcast,1,1,0,3,1-1,take,0.6634073211501643
statcast,1,1,1,0,1-1,take,0.4784217831666148
statcast,1,1,1,1,1-1,take,0.4784217831666148
statcast,1,1,1,2,1-1,take,0.4784217831666148
statcast,1,1,1,3,1-1,take,0.4784217831666148
statcast,1,1,2,0,1-1,take,0.3463060289951988
statcast,1,1,2,1,1-1,take,0.3463060289951988
statcast,1,1,2,2,1-1,take,0.3463060289951988
statcast,1,1,2,3,1-1,take,0.3463060289951988
statcast,1,1,3,0,1-1,take,0.251048664349032
statcast,1,1,3,1,1-1,take,0.251048664349032
statcast,1,1,3,2,1-1,take,0.251048664349032
statcast,1,1,3,3,1-1,take,0.251048664349032
statcast,1,2,0,0,1-2,swing,0.4270558470925526
statcast,1,2,0,1,1-2,swing,0.4270558470925526
statcast,1,2,0,2,1-2,swing,0.4270558470925526
statcast,1,2,0,3,1-2,swing,0.4270558470925526
statcast,1,2,1,0,1-2,take,0.2475224430812834
statcast,1,2,1,1,1-2,take,0.2475224430812834
statcast,1,2,1,2,1-2,take,0.2475224430812834
statcast,1,2,1,3,1-2,take,0.2475224430812834
statcast,1,2,2,0,1-2,take,0.1791693383692924
statcast,1,2,2,1,1-2,take,0.1791693383692924
statcast,1,2,2,2,1-2,take,0.1791693383692924
statcast,1,2,2,3,1-2,take,0.1791693383692924
statcast,1,2,3,0,1-2,take,0.12988576395385087
statcast,1,2,3,1,1-2,take,0.12988576395385087
statcast,1,2,3,2,1-2,take,0.12988576395385087
statcast,1,2,3,3,1-2,take,0.12988576395385087
statcast,2,0,0,0,2-0,take,0.9077860330219468
statcast,2,0,0,1,2-0,take,0.9077860330219468
statcast,2,0,0,2,2-0,take,0.9077860330219468
statcast,2,0,0,3,2-0,take,0.9077860330219468
statcast,2,0,1,0,2-0,take,0.6868167048014534
statcast,2,0,1,1,2-0,take,0.6868167048014534
statcast,2,0,1,2,2-0,take,0.6868167048014534
statcast,2,0,1,3,2-0,take,0.6868167048014534
statcast,2,0,2,0,2-0,take,0.49715287651702234
statcast,2,0,2,1,2-0,take,0.49715287651702234
statcast,2,0,2,2,2-0,take,0.49715287651702234
statcast,2,0,2,3,2-0,take,0.49715287651702234
statcast,2,0,3,0,2-0,take,0.3604025206774831
statcast,2,0,3,1,2-0,take,0.3604025206774831
statcast,2,0,3,2,2-0,take,0.3604025206774831
statcast,2,0,3,3,2-0,take,0.3604025206774831
statcast,2,1,0,0,2-1,take,0.770065155027678
statcast,2,1,0,1,2-1,take,0.770065155027678
statcast,2,1,0,2,2-1,take,0.770065155027678
statcast,2,1,0,3,2-1,take,0.770065155027678
statcast,2,1,1,0,2-1,take,0.5826192439840711
statcast,2,1,1,1,2-1,take,0.5826192439840711
statcast,2,1,1,2,2-1,take,0.5826192439840711
statcast,2,1,1,3,2-1,take,0.5826192439840711
statcast,2,1,2,0,2-1,take,0.42172945275927654
statcast,2,1,2,1,2-1,take,0.42172945275927654
statcast,2,1,2,2,2-1,take,0.42172945275927654
statcast,2,1,2,3,2-1,take,0.42172945275927654
statcast,2,1,3,0,2-1,take,0.30572559279288364
statcast,2,1,3,1,2-1,take,0.30572559279288364
statcast,2,1,3,2,2-1,take,0.30572559279288364
statcast,2,1,3,3,2-1,take,0.30572559279288364
statcast,2,2,0,0,2-2,take,0.4747935602986719
statcast,2,2,0,1,2-2,take,0.4747935602986719
statcast,2,2,0,2,2-2,take,0.4747935602986719
statcast,2,2,0,3,2-2,take,0.4747935602986719
statcast,2,2,1,0,2-2,take,0.35922137671556076
statcast,2,2,1,1,2-2,take,0.35922137671556076
statcast,2,2,1,2,2-2,take,0.35922137671556076
statcast,2,2,1,3,2-2,take,0.35922137671556076
statcast,2,2,2,0,2-2,take,0.26002270983388476
statcast,2,2,2,1,2-2,take,0.26002270983388476
statcast,2,2,2,2,2-2,take,0.26002270983388476
statcast,2,2,2,3,2-2,take,0.26002270983388476
statcast,2,2,3,0,2-2,take,0.18849904034526227
statcast,2,2,3,1,2-2,take,0.18849904034526227
statcast,2,2,3,2,2-2,take,0.18849904034526227
statcast,2,2,3,3,2-2,take,0.18849904034526227
statcast,3,0,0,0,3-0,take,0.9699350447221969
statcast,3,0,0,1,3-0,take,0.9699350447221969
statcast,3,0,0,2,3-0,take,0.9699350447221969
statcast,3,0,0,3,3-0,take,0.9699350447221969
statcast,3,0,1,0,3-0,take,0.7338376743581031
statcast,3,0,1,1,3-0,take,0.7338376743581031
statcast,3,0,1,2,3-0,take,0.7338376743581031
statcast,3,0,1,3,3-0,take,0.7338376743581031
statcast,3,0,2,0,3-0,take,0.5311890467369851
statcast,3,0,2,1,3-0,take,0.5311890467369851
statcast,3,0,2,2,3-0,take,0.5311890467369851
statcast,3,0,2,3,3-0,take,0.5311890467369851
statcast,3,0,3,0,3-0,take,0.3850764636472675
statcast,3,0,3,1,3-0,take,0.3850764636472675
statcast,3,0,3,2,3-0,take,0.3850764636472675
statcast,3,0,3,3,3-0,take,0.3850764636472675
statcast,3,1,0,0,3-1,take,0.9033117481573574
statcast,3,1,0,1,3-1,take,0.9033117481573574
statcast,3,1,0,2,3-1,take,0.9033117481573574
statcast,3,1,0,3,3-1,take,0.9033117481573574
statcast,3,1,1,0,3-1,take,0.6834315309001033
statcast,3,1,1,1,3-1,take,0.6834315309001033
statcast,3,1,1,2,3-1,take,0.6834315309001033
statcast,3,1,1,3,3-1,take,0.6834315309001033
statcast,3,1,2,0,3-1,take,0.49470251541201876
statcast,3,1,2,1,3-1,take,0.49470251541201876
statcast,3,1,2,2,3-1,take,0.49470251541201876
statcast,3,1,2,3,3-1,take,0.49470251541201876
statcast,3,1,3,0,3-1,take,0.35862617344526054
statcast,3,1,3,1,3-1,take,0.35862617344526054
statcast,3,1,3,2,3-1,take,0.35862617344526054
statcast,3,1,3,3,3-1,take,0.35862617344526054
statcast,3,2,0,0,3-2,take,0.6890526542280146
statcast,3,2,0,1,3-2,take,0.6890526542280146
statcast,3,2,0,2,3-2,take,0.6890526542280146
statcast,3,2,0,3,3-2,take,0.6890526542280146
statcast,3,2,1,0,3-2,take,0.5213264538078385
statcast,3,2,1,1,3-2,take,0.5213264538078385
statcast,3,2,1,2,3-2,take,0.5213264538078385
statcast,3,2,1,3,3-2,take,0.5213264538078385
statcast,3,2,2,0,3-2,take,0.37736261262350074
statcast,3,2,2,1,3-2,take,0.37736261262350074
statcast,3,2,2,2,3-2,take,0.37736261262350074
statcast,3,2,2,3,3-2,take,0.37736261262350074
statcast,3,2,3,0,3-2,take,0.27356260694381007
statcast,3,2,3,1,3-2,take,0.27356260694381007
statcast,3,2,3,2,3-2,take,0.27356260694381007
statcast,3,2,3,3,3-2,take,0.27356260694381007
